Name,TOPG
Stanford,14
Portland,14
Dayton,14
Texas Tech,14
Colorado,14
Oklahoma,14
Washington St.,14
Jacksonville St.,14.1
Georgia St.,14.1
Winthrop,14.1
Ohio,14.1
George Washington,14.1
Middle Tenn.,14.1
Duquesne,14.1
Albany (NY),14.2
Ball St.,14.2
Michigan St.,14.2
Southern California,14.2
UConn,14.2
Tennessee St.,14.3
San Francisco,14.3
Chattanooga,14.3
BYU,14.3
Southern Ill.,14.3
Furman,14.3
Lamar,14.3
Oral Roberts,14.3
Santa Clara,14.3
Montana,14.3
Niagara,14.4
New Hampshire,14.4
Austin Peay,14.4
Virginia,14.4
Montana St.,14.5
Stetson,14.5
Wagner,14.5
Weber St.,14.5
Western Mich.,14.5
Valparaiso,14.5
UT Martin,14.5
UCLA,14.6
Minnesota,14.6
Indiana,14.6
Southern Utah,14.6
Southern Miss.,14.7
LIU Brooklyn,14.7
Saint Francis (PA),14.7
Long Beach St.,14.7
Western Caro.,14.7
Bucknell,14.7
Lehigh,14.7
Robert Morris,14.7
Liberty,14.7
Fairleigh Dickinson,14.7
Iowa,14.8
UNLV,14.8
New Orleans,14.8
Citadel,14.8
Mercer,14.9
Marquette,14.9
Denver,14.9
Florida,14.9
Southeast Mo. St.,14.9
Eastern Ill.,14.9
Providence,15
Kansas St.,15
Washington,15
Western Ill.,15
Towson,15
San Diego St.,15.1
Cal St. Fullerton,15.1
Cal Poly,15.1
St. Mary's (CA),15.1
Fla. Atlantic,15.1
Arizona St.,15.1
Monmouth,15.1
Iona,15.1
Pepperdine,15.1
Louisiana Tech,15.1
Maine,15.1
Lipscomb,15.2
Appalachian St.,15.2
Bradley,15.2
St. Francis Brooklyn,15.2
Baylor,15.2
Mississippi Val.,15.3
Bethune-Cookman,15.3
Rice,15.3
Jackson St.,15.3
Syracuse,15.3
Boise St.,15.3
Arkansas St.,15.4
Ga. Southern,15.4
UALR,15.4
Oregon St.,15.5
Georgia,15.5
Vermont,15.5
East Carolina,15.5
Michigan,15.5
Elon,15.5
Oakland,15.5
Loyola Maryland,15.5
Holy Cross,15.6
Kansas,15.6
Toledo,15.6
American,15.6
Loyola Marymount,15.6
LSU,15.6
Northwestern St.,15.6
Clemson,15.6
Rider,15.6
Nebraska,15.7
UCF,15.7
SMU,15.7
Army,15.7
William & Mary,15.8
Alabama St.,15.8
Missouri,15.8
Ole Miss,15.8
Drake,15.8
Memphis,15.8
TCU,15.8
Colgate,15.9
Grambling,15.9
Auburn,15.9
Eastern Wash.,15.9
Tennessee Tech,15.9
North Texas,16
Hartford,16
High Point,16
Utah,16
Brown,16.1
Gardner-Webb,16.1
Cleveland St.,16.1
Illinois St.,16.1
Florida St.,16.1
Idaho St.,16.1
Sam Houston St.,16.1
St. John's (NY),16.1
Delaware,16.2
Wake Forest,16.2
Hampton,16.2
Marshall,16.3
N.C. A&T,16.3
James Madison,16.3
La.-Monroe,16.3
Belmont,16.3
Howard,16.3
Buffalo,16.3
Col. of Charleston,16.3
New Mexico St.,16.3
UNC Greensboro,16.4
Lafayette,16.4
Maryland,16.4
Ark.-Pine Bluff,16.4
Sacred Heart,16.4
Alabama A&M,16.5
Northern Ariz.,16.5
Bowling Green,16.5
Evansville,16.6
North Carolina,16.6
Portland St.,16.6
Nicholls St.,16.7
Tex.-Pan American,16.7
East Tenn. St.,16.7
UNC Asheville,16.8
San Diego,16.8
McNeese St.,16.8
Morehead St.,16.8
Columbia,16.9
Harvard,16.9
Quinnipiac,17
Wyoming,17
Massachusetts,17
Colorado St.,17
La.-Lafayette,17
Oklahoma St.,17.1
UMES,17.1
A&M-Corpus Christi,17.2
Western Ky.,17.2
Norfolk St.,17.3
Mississippi St.,17.3
Eastern Mich.,17.4
Yale,17.4
Texas St.,17.5
Cal St. Northridge,17.5
Texas-Arlington,17.6
Southern U.,17.6
Purdue,17.7
Prairie View,17.7
Centenary (LA),17.7
UC Riverside,17.8
Georgia Tech,17.8
South Carolina St.,17.9
FIU,18
Florida A&M,18
Campbell,18.2
Navy,18.2
VMI,18.2
South Fla.,18.2
Alcorn,18.3
Tulane,18.3
Tulsa,18.4
Jacksonville,18.6
Morgan St.,18.7
Texas Southern,18.8
UTSA,19
Central Mich.,19.1
Savannah St.,20.2
