Name,Turnover Margin
Evansville,-0.4
FGCU,-0.4
Washington St.,-0.4
Cal St. Northridge,-0.4
Saint Peter's,-0.4
DePaul,-0.4
Jackson St.,-0.5
New Mexico,-0.5
Miami (FL),-0.5
Delaware St.,-0.5
Rutgers,-0.5
Western Ky.,-0.5
Norfolk St.,-0.5
Cal St. Fullerton,-0.5
Northwestern,-0.6
Bowling Green,-0.6
Providence,-0.6
Oral Roberts,-0.6
Yale,-0.6
Troy,-0.6
Texas Tech,-0.6
Pacific,-0.6
Utah Valley,-0.6
UC Santa Barbara,-0.6
Old Dominion,-0.6
Elon,-0.7
Milwaukee,-0.7
Purdue,-0.7
South Dakota St.,-0.7
Prairie View,-0.7
South Ala.,-0.7
IUPUI,-0.8
Lehigh,-0.8
LSU,-0.8
Albany (NY),-0.8
UNLV,-0.8
Northern Ariz.,-0.8
St. Francis Brooklyn,-0.8
UC Riverside,-0.8
Drake,-0.8
Hartford,-0.8
Tennessee Tech,-0.8
Texas,-0.9
Central Conn. St.,-0.9
Ill.-Chicago,-0.9
Murray St.,-1
Seattle,-1
Southeast Mo. St.,-1
Coastal Caro.,-1
South Carolina,-1
Colorado,-1
Savannah St.,-1
Colgate,-1
Samford,-1.1
Wake Forest,-1.1
Western Ill.,-1.1
Brown,-1.1
South Fla.,-1.1
Southeastern La.,-1.1
Binghamton,-1.1
Lamar,-1.1
Bakersfield,-1.2
Tennessee St.,-1.2
Florida St.,-1.2
Texas-Arlington,-1.2
Idaho,-1.3
Northern Ill.,-1.3
Eastern Ill.,-1.3
Xavier,-1.3
Eastern Wash.,-1.4
Kentucky,-1.4
Austin Peay,-1.4
George Mason,-1.4
South Dakota,-1.4
Texas St.,-1.4
Western Mich.,-1.4
Siena,-1.4
Houston,-1.4
Air Force,-1.5
Bucknell,-1.6
Baylor,-1.6
FIU,-1.6
Howard,-1.6
Columbia,-1.6
New Mexico St.,-1.7
Cornell,-1.7
UNC Asheville,-1.7
Loyola Chicago,-1.7
Boston College,-1.7
UCF,-1.8
UTEP,-1.8
Maine,-1.8
New Orleans,-1.8
Grambling,-1.8
American,-1.8
UAB,-1.9
Pepperdine,-1.9
Kansas,-1.9
Northeastern,-1.9
Missouri,-1.9
Rice,-2
Georgia Tech,-2
Citadel,-2
Saint Joseph's,-2
LIU Brooklyn,-2
UC Irvine,-2.1
UNC Greensboro,-2.1
Fla. Atlantic,-2.1
Texas Southern,-2.1
Tulane,-2.2
New Hampshire,-2.3
Hofstra,-2.3
La.-Monroe,-2.3
Presbyterian,-2.3
Rhode Island,-2.4
Charlotte,-2.5
Georgia,-2.5
Furman,-2.6
Campbell,-2.6
South Carolina St.,-2.7
Vanderbilt,-2.7
Indiana,-2.8
Southern California,-2.8
Southern Utah,-2.8
Liberty,-2.8
Towson,-2.9
N.C. A&T,-3
Kennesaw St.,-3
Oregon St.,-3.1
Col. of Charleston,-3.2
Utah St.,-3.2
Weber St.,-3.2
Penn,-3.3
Fairfield,-3.5
San Jose St.,-3.6
Houston Baptist,-3.8
UTSA,-3.9
Quinnipiac,-3.9
North Florida,-4.2
Valparaiso,-4.2
Virginia Tech,-4.3
Ball St.,-5.5
,
Omaha,3.7
Incarnate Word,-0.6
Northern Ky.,-0.6
Abilene Christian,-0.7
UMass Lowell,-1.4
Grand Canyon,-2.6
