Name,TOPG
South Carolina,13.4
Western Ill.,13.4
Georgia,13.4
Southeastern La.,13.4
Georgetown,13.4
Stanford,13.4
Lafayette,13.4
Vermont,13.4
Ohio,13.4
East Tenn. St.,13.4
Gonzaga,13.5
Bowling Green,13.5
Kansas,13.5
Samford,13.5
New Mexico,13.5
North Carolina,13.5
Central Mich.,13.5
Manhattan,13.5
Western Mich.,13.5
DePaul,13.5
Oklahoma,13.6
Yale,13.6
Oklahoma St.,13.6
UTSA,13.6
NJIT,13.6
Maryland,13.6
Bakersfield,13.6
Coppin St.,13.7
UNC Wilmington,13.7
Georgia Tech,13.7
California,13.7
Dartmouth,13.7
Oakland,13.7
Utah,13.7
Western Caro.,13.7
Massachusetts,13.7
Eastern Wash.,13.7
Tulsa,13.8
Valparaiso,13.8
Rider,13.8
Canisius,13.8
Utah Valley,13.8
UCF,13.8
Longwood,13.8
Texas Tech,13.8
Penn,13.8
Milwaukee,13.8
Fresno St.,13.9
Fairfield,13.9
Stephen F. Austin,13.9
UC Riverside,13.9
Belmont,13.9
Eastern Ill.,14
UMKC,14
SMU,14
Murray St.,14
Indiana St.,14
Niagara,14
Fordham,14
East Carolina,14.1
Miami (FL),14.1
Colorado St.,14.1
Wyoming,14.1
UC Davis,14.1
Alabama,14.1
Army,14.1
South Ala.,14.1
Cal St. Fullerton,14.2
UC Santa Barbara,14.2
Miami (OH),14.2
Davidson,14.2
Auburn,14.2
Mercer,14.2
Charleston So.,14.2
Loyola Marymount,14.2
La.-Monroe,14.2
Southern Ill.,14.3
Austin Peay,14.3
Northern Ill.,14.3
Troy,14.3
Kennesaw St.,14.3
Siena,14.3
Long Beach St.,14.3
Nevada,14.3
Northern Colo.,14.4
San Francisco,14.4
Campbell,14.4
Jacksonville St.,14.4
LSU,14.4
Iowa,14.4
Central Conn. St.,14.4
Sam Houston St.,14.4
Southeast Mo. St.,14.5
Santa Clara,14.5
Eastern Mich.,14.5
UMES,14.5
Marist,14.6
Idaho,14.6
Monmouth,14.6
San Diego,14.7
FIU,14.7
Sacramento St.,14.7
New Mexico St.,14.8
St. Bonaventure,14.8
Western Ky.,14.8
Mt. St. Mary's,14.8
Gardner-Webb,14.8
Charlotte,14.9
Prairie View,14.9
UCLA,14.9
N.C. A&T,14.9
Savannah St.,14.9
Georgia St.,14.9
Kansas St.,15
UNC Asheville,15
South Fla.,15
Jackson St.,15
Tennessee St.,15
Saint Peter's,15.1
Morehead St.,15.1
Chattanooga,15.1
High Point,15.1
Fairleigh Dickinson,15.1
Middle Tenn.,15.2
Morgan St.,15.2
Liberty,15.2
Houston,15.2
Oregon St.,15.2
Jacksonville,15.3
UNC Greensboro,15.3
Lamar,15.3
UT Martin,15.3
Buffalo,15.3
Navy,15.3
Memphis,15.3
Texas St.,15.3
Tex.-Pan American,15.3
Wagner,15.3
Grambling,15.3
LIU Brooklyn,15.3
La.-Lafayette,15.4
Saint Francis (PA),15.4
Wake Forest,15.4
Lipscomb,15.5
Sacred Heart,15.5
La Salle,15.5
Detroit,15.7
Baylor,15.7
Cal St. Northridge,15.8
Colgate,15.8
Hawaii,15.8
Alabama St.,15.9
Alabama A&M,15.9
Howard,15.9
Toledo,15.9
Southern Utah,16
Ill.-Chicago,16
Norfolk St.,16.1
Florida St.,16.1
Central Ark.,16.1
Stetson,16.2
South Carolina St.,16.3
Tennessee Tech,16.3
Radford,16.4
Florida A&M,16.5
Southern U.,16.6
Texas Southern,16.7
Ark.-Pine Bluff,16.7
Louisiana Tech,16.7
North Florida,16.7
Alcorn,16.9
Northwestern St.,16.9
Chicago St.,17.2
Mississippi Val.,17.3
A&M-Corpus Christi,17.4
Texas-Arlington,17.6
Ga. Southern,18
Centenary (LA),18.3
