Name,RPG,OPP RPG,REB MAR
Arizona St.,32.5,30.6,1.9
Portland St.,36.9,35,1.9
VCU,33.3,31.5,1.9
DePaul,35.5,33.6,1.9
Iowa St.,36.1,34.4,1.7
Boston College,34.6,33,1.7
Utah St.,32.8,31.1,1.7
Louisiana Tech,36.2,34.5,1.7
Southern Ill.,29.9,28.2,1.7
Canisius,37.1,35.5,1.6
Youngstown St.,35.9,34.3,1.6
La.-Lafayette,36.8,35.2,1.6
Montana,32.9,31.4,1.6
Idaho St.,34.3,32.8,1.5
Appalachian St.,34.8,33.3,1.5
Clemson,35,33.5,1.5
Saint Louis,34.6,33.1,1.5
Sam Houston St.,37.3,35.9,1.5
Texas-Arlington,36.5,35.1,1.4
Jacksonville,35.9,34.5,1.4
Norfolk St.,34.1,32.7,1.4
Western Ky.,33.2,31.8,1.4
Kent St.,33.6,32.3,1.3
Middle Tenn.,32.3,31,1.3
Drexel,33.9,32.6,1.3
Weber St.,33.1,31.8,1.2
Northern Ill.,32.8,31.6,1.2
UT Martin,34.4,33.2,1.2
Maryland,38.6,37.4,1.1
Purdue,32.9,31.8,1.1
Cornell,31.5,30.4,1.1
Eastern Ill.,34.3,33.3,1.1
Saint Francis (PA),33.6,32.6,1
George Washington,34,33,1
Lamar,38.4,37.4,0.9
Stephen F. Austin,32.2,31.3,0.9
Tennessee St.,36,35.1,0.9
Pacific,31.9,31,0.9
Syracuse,40.2,39.4,0.8
UC Santa Barbara,34.7,33.9,0.8
Robert Morris,33.9,33.1,0.8
High Point,36.8,36,0.8
Coastal Caro.,34.9,34.2,0.8
Auburn,36.4,35.6,0.8
Stony Brook,33.9,33.2,0.7
Ohio,34.2,33.5,0.7
Tulane,37.8,37.2,0.7
Charleston So.,35.6,35,0.7
Valparaiso,32.4,31.7,0.6
Ill.-Chicago,36.5,35.9,0.6
UTEP,38.7,38.1,0.6
Murray St.,33.9,33.3,0.6
Marshall,37.1,36.5,0.6
San Diego St.,34.5,33.9,0.5
San Diego,34.7,34.3,0.4
Central Mich.,31.5,31.1,0.4
East Tenn. St.,36.7,36.3,0.4
Colorado,37,36.6,0.4
Dayton,33,32.7,0.4
Illinois St.,32.2,31.9,0.3
Fairfield,32,31.8,0.3
Cincinnati,33.5,33.2,0.3
Mississippi Val.,35.8,35.6,0.2
Manhattan,34.4,34.1,0.2
Wake Forest,35.3,35.1,0.2
Penn,33.2,33.1,0.1
Boston U.,32,31.9,0.1
Florida St.,31.8,31.7,0.1
Eastern Wash.,34.8,34.8,0
Col. of Charleston,36,36,0
TCU,33.9,33.9,0
William & Mary,32.1,32.1,0
Eastern Mich.,32.8,32.8,-0.1
Virginia Tech,33.8,33.9,-0.1
Green Bay,33,33.1,-0.2
Montana St.,35.4,35.7,-0.2
Wright St.,32.2,32.4,-0.3
Radford,35.4,35.7,-0.3
Tex.-Pan American,30.4,30.7,-0.3
UAB,35.3,35.6,-0.3
Miami (OH),30.4,30.8,-0.3
Hofstra,33.3,33.6,-0.4
Furman,32.4,32.7,-0.4
Ole Miss,35.8,36.2,-0.4
Wyoming,34.3,34.7,-0.4
Loyola Maryland,33.5,33.9,-0.4
Fla. Atlantic,33,33.4,-0.4
Wagner,35.8,36.3,-0.4
Austin Peay,33.3,33.7,-0.4
Southern California,34,34.4,-0.4
FIU,34.1,34.6,-0.5
Long Beach St.,36.9,37.4,-0.5
Army,31.3,31.8,-0.5
UNLV,34.6,35.2,-0.5
Rutgers,33.7,34.2,-0.6
Iona,34.9,35.5,-0.6
Grambling,36.8,37.4,-0.6
Southern Utah,31.2,31.8,-0.6
Harvard,32.6,33.3,-0.6
Quinnipiac,35.2,35.9,-0.7
Fairleigh Dickinson,35.8,36.5,-0.7
Ball St.,32.6,33.4,-0.8
Delaware St.,27.8,28.6,-0.8
UNC Greensboro,35.7,36.6,-0.8
Colgate,31.6,32.5,-0.9
UNC Asheville,36.2,37.1,-0.9
Loyola Marymount,34.5,35.4,-0.9
Lipscomb,33.8,34.7,-0.9
Iowa,33.1,34.1,-1
Arkansas St.,35.6,36.7,-1
Mercer,38.2,39.2,-1
Alcorn,35.9,36.9,-1
Butler,29.8,31,-1.2
James Madison,30.1,31.2,-1.2
Cal Poly,35.2,36.4,-1.2
Saint Peter's,33.7,34.9,-1.2
La.-Monroe,35.3,36.5,-1.2
South Ala.,34,35.2,-1.2
Milwaukee,34.5,35.8,-1.3
Siena,35.3,36.6,-1.3
Ark.-Pine Bluff,37.5,38.9,-1.4
Jackson St.,36.2,37.6,-1.4
LIU Brooklyn,35.9,37.3,-1.4
Georgia St.,33.8,35.2,-1.5
Towson,32.3,33.8,-1.5
New Mexico,33.4,35,-1.6
Air Force,27.5,29.1,-1.6
Jacksonville St.,34.6,36.2,-1.6
Bethune-Cookman,31.7,33.3,-1.7
Mt. St. Mary's,32.4,34.1,-1.7
Northwestern St.,34.4,36.1,-1.7
Western Caro.,34.2,35.9,-1.7
Maine,34.1,35.9,-1.8
Evansville,30.9,32.7,-1.8
Binghamton,33.3,35.2,-1.9
Missouri,34.8,36.8,-2
Tennessee,35.6,37.7,-2.1
St. John's (NY),34,36.1,-2.1
Indiana St.,32,34.1,-2.1
Nebraska,29.9,32.1,-2.1
North Carolina St.,31.8,33.9,-2.2
Savannah St.,31.7,33.8,-2.2
Vanderbilt,33.5,35.8,-2.2
Campbell,35.8,38.1,-2.3
Washington St.,30.3,32.7,-2.3
Stetson,31.2,33.6,-2.4
Citadel,30.1,32.7,-2.6
UMBC,31,33.6,-2.6
San Jose St.,36,38.6,-2.6
Rice,32.7,35.3,-2.6
Western Ill.,31.9,34.6,-2.6
California,30.8,33.5,-2.6
Fordham,31.6,34.4,-2.7
Elon,33.4,36.2,-2.8
Fresno St.,38.7,41.7,-3
Rider,34.4,37.4,-3
East Carolina,34.2,37.2,-3
Alabama St.,34.4,37.4,-3.1
Southern U.,34.6,37.8,-3.2
Monmouth,30.1,33.5,-3.4
Eastern Ky.,28.6,32,-3.4
St. Bonaventure,33.5,37,-3.5
Cleveland St.,33.1,36.6,-3.5
IPFW,31.2,34.9,-3.7
West Virginia,30.2,33.9,-3.7
UTSA,31.1,34.9,-3.8
Southeast Mo. St.,33.2,37,-3.8
Oregon St.,32,36.1,-4.1
San Francisco,33.3,37.4,-4.1
Minnesota,31.7,35.9,-4.1
South Carolina,31.6,35.8,-4.2
Chicago St.,32.4,36.6,-4.2
Sacred Heart,32.3,36.6,-4.3
Samford,25.7,30,-4.3
Seton Hall,34,38.3,-4.3
Toledo,29.9,34.3,-4.4
Southeastern La.,30.8,35.3,-4.5
Texas Tech,30.8,35.3,-4.5
Bowling Green,32.2,36.7,-4.5
Temple,32.3,36.9,-4.6
Troy,34.8,39.4,-4.7
Navy,29.8,34.5,-4.7
UMKC,32.2,36.9,-4.8
Gardner-Webb,32,36.8,-4.8
Princeton,23.9,28.7,-4.8
Texas St.,35.4,40.2,-4.8
Howard,30.3,35.3,-5
New Orleans,31.3,36.4,-5.1
N.C. A&T,32.9,38.1,-5.1
Dartmouth,29.2,34.3,-5.1
New Hampshire,29.9,35.1,-5.2
Houston,35,40.5,-5.5
Hartford,29.8,35.5,-5.6
Northeastern,30.2,35.9,-5.7
Duquesne,32.4,38.1,-5.7
Denver,32.4,38.2,-5.8
Brown,26.2,32,-5.9
Delaware,28.7,34.7,-6
UC Riverside,32.2,38.2,-6
Centenary (LA),30.1,36.2,-6.1
Nicholls St.,31.9,38.1,-6.2
Sacramento St.,33.7,40.6,-6.9
Bradley,29.3,36.2,-6.9
Wofford,31.3,38.4,-7.1
Prairie View,34.2,41.8,-7.6
UMES,31.6,39.4,-7.8
Coppin St.,31.1,38.9,-7.8
Lafayette,27.1,35.2,-8.1
Idaho,31.5,39.7,-8.2
Winston-Salem,31.4,39.8,-8.4
Alabama A&M,35.7,44.1,-8.4
Northwestern,24.7,33.4,-8.7
Richmond,24,34.1,-10.1
VMI,38.2,48.5,-10.2
