Name,RPG,OPP RPG,REB MAR
Gardner-Webb,36.6,34.3,2.3
Middle Tenn.,35,32.7,2.3
Wofford,33.7,31.4,2.3
Illinois St.,35,32.8,2.3
St. Francis Brooklyn,36.2,34,2.2
Idaho,34.3,32.2,2.2
Houston,36.3,34.1,2.1
Towson,35.8,33.7,2.1
Columbia,34.1,32,2.1
Lehigh,35.9,33.8,2.1
Florida,35.2,33.1,2.1
Norfolk St.,36.4,34.4,2
Detroit,34,32,2
Xavier,36.4,34.4,2
Oregon,34.2,32.2,2
Louisville,38.3,36.3,2
South Dakota St.,34.1,32.2,1.9
Albany (NY),34.5,32.6,1.9
Maryland,36.7,34.8,1.9
Penn St.,33.9,32,1.9
Tennessee Tech,33.6,31.8,1.8
Arizona,35.3,33.5,1.8
Hawaii,36.8,35,1.8
Prairie View,39.1,37.3,1.8
Texas A&M,34,32.3,1.7
Saint Louis,32.8,31.2,1.7
Washington St.,33,31.3,1.7
IPFW,34.3,32.7,1.6
Mercer,34.4,32.9,1.6
Memphis,34.4,32.9,1.5
Liberty,34.6,33.1,1.5
Arizona St.,31.5,30,1.5
Valparaiso,33,31.6,1.5
Sacramento St.,33.3,31.8,1.5
Siena,36.1,34.6,1.5
Murray St.,33.2,31.8,1.4
Vanderbilt,34.5,33.1,1.4
Saint Joseph's,36.3,34.9,1.4
Illinois,32.7,31.3,1.3
UNC Asheville,34.6,33.3,1.3
Charleston So.,35.6,34.3,1.3
Sam Houston St.,34.7,33.4,1.3
Seton Hall,35.1,33.8,1.3
Ball St.,33.8,32.6,1.3
North Dakota St.,32.8,31.5,1.3
Colorado St.,31.6,30.3,1.3
McNeese St.,36.1,34.8,1.2
Fairfield,33.6,32.4,1.2
LSU,36.9,35.7,1.2
Green Bay,35.3,34.1,1.2
Campbell,35.3,34.1,1.2
Temple,35,33.9,1.1
Georgia St.,36.1,35,1.1
Southeastern La.,36,35,1.1
Massachusetts,39.8,38.8,1
Bowling Green,33.4,32.4,1
Providence,36.9,36,0.9
Winthrop,33.8,32.8,0.9
Weber St.,34.2,33.3,0.9
San Francisco,33.2,32.3,0.9
Milwaukee,34.7,33.8,0.9
UMES,36.8,36,0.8
Ill.-Chicago,34.6,33.8,0.8
Clemson,32.8,32.1,0.8
Missouri St.,34.4,33.7,0.7
East Tenn. St.,34.5,33.8,0.7
Rice,35.8,35.1,0.7
Missouri,32.2,31.5,0.7
Iona,34.8,34.1,0.7
Wagner,34.6,34,0.6
Tulane,33.9,33.3,0.6
Oregon St.,34.9,34.4,0.5
Rutgers,34.5,34,0.5
UNC Wilmington,36.7,36.3,0.5
Howard,34.9,34.5,0.4
Utah St.,32.9,32.5,0.4
Cleveland St.,32.3,31.9,0.4
Bakersfield,31.3,31,0.4
Boston U.,34.7,34.4,0.3
Western Ky.,36.4,36.1,0.3
Princeton,33,32.6,0.3
Miami (FL),35,34.7,0.3
Sacred Heart,33.9,33.6,0.3
Stetson,36.5,36.2,0.3
Holy Cross,34.6,34.3,0.3
Texas Southern,35.1,34.8,0.3
Loyola Chicago,30.8,30.5,0.3
Iowa,34.4,34.1,0.2
Cincinnati,36.2,36,0.2
Ohio,34.8,34.6,0.1
Marquette,36.2,36.1,0.1
Mt. St. Mary's,32.8,32.7,0.1
Oakland,33.8,33.8,0
Western Caro.,35.4,35.4,0
Appalachian St.,35.3,35.4,-0.1
East Carolina,34.3,34.5,-0.2
FGCU,35.1,35.4,-0.3
Hofstra,33.4,33.7,-0.3
N.C. Central,32.3,32.6,-0.3
North Florida,34.3,34.6,-0.3
Jacksonville,34.1,34.4,-0.3
Northeastern,32.2,32.5,-0.4
Dartmouth,32.3,32.7,-0.4
Portland,33.4,33.8,-0.4
Notre Dame,34,34.5,-0.4
Virginia Tech,33.7,34.1,-0.4
Jacksonville St.,33,33.5,-0.5
Loyola Marymount,35.3,35.8,-0.5
UTEP,31.7,32.3,-0.6
Kent St.,34.4,34.9,-0.6
Purdue,33,33.6,-0.6
George Washington,33,33.6,-0.6
Toledo,33.6,34.3,-0.7
Wyoming,29.4,30.1,-0.7
Fordham,37.9,38.6,-0.7
Montana St.,34.1,34.9,-0.7
Mississippi Val.,37,37.7,-0.7
Indiana St.,32.6,33.4,-0.8
Montana,32.6,33.5,-0.8
IUPUI,32.9,33.8,-0.9
High Point,34.3,35.3,-1
Auburn,34.3,35.3,-1
UNC Greensboro,35.8,36.8,-1
UNI,31.7,32.7,-1
Michigan,30.8,31.8,-1
Charlotte,35.8,36.8,-1
Morgan St.,35,36,-1
Nebraska,30,31.1,-1
UC Irvine,37.1,38.2,-1.1
Navy,30.1,31.2,-1.1
Southern Ill.,32.7,33.8,-1.1
Colgate,32.7,33.8,-1.1
NJIT,35,36.2,-1.2
Syracuse,35.3,36.5,-1.3
Northern Ariz.,32.6,33.9,-1.3
Marist,34.1,35.4,-1.3
TCU,32.8,34.1,-1.3
South Carolina St.,37.3,38.6,-1.3
Ga. Southern,31.5,32.8,-1.3
Cal St. Northridge,35.1,36.5,-1.4
VCU,33.8,35.2,-1.4
American,32.6,34.1,-1.5
Georgia,33.3,34.8,-1.6
Citadel,32.5,34.2,-1.6
Delaware,37,38.7,-1.7
Austin Peay,33.7,35.3,-1.7
Alabama St.,35.5,37.3,-1.7
Eastern Ill.,32,33.8,-1.7
Western Ill.,29.1,30.8,-1.7
Alabama A&M,34.5,36.4,-1.9
Fla. Atlantic,33.5,35.5,-1.9
Drake,32.6,34.6,-2
South Carolina,31.3,33.3,-2
Jackson St.,33,35,-2.1
Texas Tech,30.3,32.4,-2.1
New Hampshire,33.4,35.6,-2.1
FIU,32.3,34.5,-2.2
Canisius,34.8,37,-2.2
UC Riverside,33.6,35.9,-2.3
Miami (OH),29.5,31.8,-2.3
Maine,35.1,37.5,-2.3
Hampton,36.2,38.5,-2.4
Elon,36.7,39.2,-2.5
UT Martin,31.8,34.3,-2.5
Eastern Wash.,34.1,36.6,-2.5
UTSA,33.1,35.6,-2.5
Bethune-Cookman,31.1,33.6,-2.5
UALR,33.3,35.9,-2.6
Louisiana Tech,34.5,37.1,-2.6
Houston Baptist,36.3,38.9,-2.6
Ark.-Pine Bluff,33.5,36.2,-2.7
Texas St.,36.1,38.8,-2.7
Central Conn. St.,33.6,36.3,-2.7
Chicago St.,35.4,38.2,-2.8
Penn,30.2,33,-2.8
UMBC,34.8,37.7,-2.8
Rider,33.5,36.5,-3
Eastern Mich.,31,33.9,-3
Florida A&M,36.4,39.4,-3.1
Troy,35.5,38.6,-3.1
A&M-Corpus Christi,33.8,37.1,-3.2
Lipscomb,35.7,39,-3.3
Fairleigh Dickinson,33.4,36.7,-3.3
Binghamton,30.7,34.1,-3.4
Central Mich.,33.2,36.7,-3.5
Santa Clara,33.2,36.7,-3.5
La Salle,32.7,36.3,-3.5
N.C. A&T,36.6,40.2,-3.6
Radford,33,36.7,-3.6
Idaho St.,30.6,34.3,-3.6
Coppin St.,34.7,38.4,-3.7
St. John's (NY),34.3,38,-3.7
Niagara,32.8,36.5,-3.7
Arkansas,33.8,37.6,-3.8
Col. of Charleston,35.8,39.7,-3.8
San Diego,30.9,34.7,-3.8
William & Mary,30.9,34.8,-3.8
Central Ark.,37.6,41.5,-3.9
San Jose St.,33.7,37.6,-3.9
Denver,26.5,30.4,-4
Northwestern St.,36.4,40.4,-4
Samford,32,36,-4
Army,31.9,35.9,-4
Fresno St.,31.7,35.7,-4
La.-Monroe,31.1,35.1,-4.1
Eastern Ky.,29.4,33.5,-4.1
Youngstown St.,32.2,36.4,-4.2
Wake Forest,32.1,36.3,-4.2
Pacific,32,36.2,-4.2
Bradley,32.9,37.2,-4.3
Wright St.,28.2,32.7,-4.5
Tex.-Pan American,30.4,35.4,-5
James Madison,31.7,36.9,-5.2
SMU,28.4,33.6,-5.2
Brown,32.3,37.5,-5.2
Evansville,29,34.2,-5.3
Longwood,34.2,39.6,-5.4
Utah,28.9,34.3,-5.4
Air Force,28.8,34.2,-5.4
Cornell,32.6,38.2,-5.6
Richmond,30.3,35.9,-5.6
Alcorn,30.7,36.3,-5.6
Saint Peter's,30.3,35.9,-5.6
UC Davis,31,36.7,-5.7
Lafayette,29.3,35,-5.8
Oklahoma St.,31.8,37.6,-5.8
Saint Francis (PA),28.1,34,-6
UMKC,28.2,34.2,-6
Boston College,29.8,35.8,-6
Grambling,32.5,38.6,-6.1
Southern U.,33.2,39.4,-6.2
Northwestern,29.3,35.6,-6.3
DePaul,33.1,39.6,-6.6
Nicholls St.,30.6,37.4,-6.8
Kennesaw St.,29.4,36.1,-6.8
Delaware St.,30.2,37.1,-6.8
VMI,32.7,39.5,-6.8
Hartford,29,36,-7
Monmouth,31.1,38.5,-7.4
Duquesne,30.8,38.3,-7.5
Southern California,27.1,36.3,-9.2
