Name,TOPG
Charleston So.,14.8
Southeastern La.,14.8
Army,14.8
Clemson,14.8
East Tenn. St.,14.9
NJIT,14.9
Oregon St.,14.9
Colgate,15
Colorado St.,15
Penn,15
Loyola Maryland,15
Tennessee Tech,15
UConn,15
UC Davis,15.1
Radford,15.1
Texas-Arlington,15.1
Eastern Wash.,15.1
Syracuse,15.1
Appalachian St.,15.1
Wake Forest,15.2
N.C. A&T,15.2
UMES,15.2
Georgia,15.2
Centenary (LA),15.2
Northern Ill.,15.3
Longwood,15.3
Northern Ariz.,15.4
Santa Clara,15.4
North Carolina,15.4
Wyoming,15.5
Harvard,15.5
St. Francis Brooklyn,15.5
Southeast Mo. St.,15.5
Hampton,15.5
North Florida,15.5
Fairleigh Dickinson,15.5
South Carolina St.,15.5
UC Santa Barbara,15.6
Liberty,15.6
Detroit,15.6
Fordham,15.6
Grambling,15.6
Florida A&M,15.6
UT Martin,15.7
Indiana,15.7
High Point,15.7
La Salle,15.7
Saint Francis (PA),15.9
UNC Wilmington,15.9
Sacred Heart,15.9
New Orleans,15.9
Lamar,15.9
Tennessee St.,16
Chicago St.,16
Ga. Southern,16
Savannah St.,16.1
Albany (NY),16.2
Alabama St.,16.2
La.-Monroe,16.2
Wagner,16.3
Saint Peter's,16.3
Southern U.,16.3
Chattanooga,16.3
Georgia Tech,16.4
Alabama A&M,16.4
Belmont,16.5
East Carolina,16.7
Florida St.,16.8
Northwestern St.,16.8
UNC Asheville,16.8
Ark.-Pine Bluff,17
Mississippi Val.,17.3
A&M-Corpus Christi,17.4
Texas Southern,17.4
Cal St. Northridge,17.5
Texas St.,17.9
Norfolk St.,18.1
Gardner-Webb,18.1
Southern Utah,18.2
Alcorn,20.7
