Name,Turnover Margin
Mississippi St.,-1.3
UConn,-1.4
Rhode Island,-1.4
Utah St.,-1.4
Yale,-1.4
Bucknell,-1.4
Southeastern La.,-1.4
Morgan St.,-1.4
Sacred Heart,-1.4
Washington St.,-1.4
Cal St. Fullerton,-1.5
Coastal Caro.,-1.5
Furman,-1.5
Marist,-1.6
UMBC,-1.6
St. Bonaventure,-1.6
Jackson St.,-1.6
Sacramento St.,-1.8
Dartmouth,-1.8
A&M-Corpus Christi,-1.8
North Florida,-1.8
Longwood,-1.8
Tex.-Pan American,-1.8
Campbell,-1.8
Creighton,-1.8
Nicholls St.,-1.9
Citadel,-2
Holy Cross,-2
Tennessee,-2
Miami (OH),-2
La.-Monroe,-2
Pittsburgh,-2.1
Portland St.,-2.1
La.-Lafayette,-2.1
Saint Francis (PA),-2.1
Binghamton,-2.2
Alabama A&M,-2.2
Delaware,-2.2
Villanova,-2.2
Southeast Mo. St.,-2.2
UC Irvine,-2.2
Canisius,-2.2
Saint Joseph's,-2.3
Rider,-2.3
Siena,-2.3
LIU Brooklyn,-2.3
Fairleigh Dickinson,-2.3
UT Martin,-2.4
Loyola Chicago,-2.4
Maryland,-2.4
Idaho,-2.4
Hawaii,-2.4
UAB,-2.5
Tulsa,-2.5
South Fla.,-2.6
Valparaiso,-2.6
Houston,-2.6
Chicago St.,-2.6
UNC Wilmington,-2.7
Appalachian St.,-2.7
Boston College,-2.9
South Carolina St.,-2.9
Ill.-Chicago,-2.9
Howard,-2.9
William & Mary,-3.1
Mt. St. Mary's,-3.1
Georgia Tech,-3.2
Utah,-3.2
Buffalo,-3.3
Pepperdine,-3.4
South Ala.,-3.6
UMES,-3.6
Western Mich.,-3.9
Portland,-3.9
Stetson,-4
Northern Colo.,-4.1
UC Davis,-4.2
Northern Ill.,-4.2
Texas Tech,-4.6
Colgate,-4.6
Grambling,-4.8
Arizona St.,-5
Towson,-7.5
Stetson,
Towson,
