Name,RPG,OPP RPG,REB MAR
Western Ill.,34,34.4,-0.5
Southeast Mo. St.,38,38.5,-0.5
Mercer,41,41.5,-0.5
Montana,31.4,32,-0.6
Akron,31.4,32,-0.6
Wake Forest,36.8,37.4,-0.6
Bradley,33.7,34.3,-0.6
Saint Peter's,37,37.6,-0.7
Bowling Green,34.2,34.9,-0.7
Binghamton,32.4,33.1,-0.7
Charlotte,36.1,36.8,-0.8
Georgia Tech,33.9,34.7,-0.8
Saint Francis (PA),32.4,33.2,-0.8
Green Bay,32.9,33.7,-0.8
Temple,32.7,33.5,-0.8
Central Mich.,33.2,34.1,-0.8
Vanderbilt,35.3,36.2,-0.8
Penn,34.1,35,-0.9
Stony Brook,34.9,35.8,-1
UTEP,36.8,37.8,-1
Jackson St.,35.6,36.6,-1
Saint Louis,30.8,31.8,-1
Tulane,33.6,34.6,-1
North Carolina St.,33.5,34.5,-1
Idaho St.,31.1,32.1,-1
Oklahoma St.,32.4,33.5,-1.1
Butler,29.7,30.8,-1.1
Auburn,32.4,33.5,-1.1
East Tenn. St.,37.2,38.4,-1.2
UMBC,34.4,35.6,-1.2
Arkansas St.,31.1,32.4,-1.3
Lehigh,33.5,34.8,-1.3
Rice,34.9,36.2,-1.4
Mt. St. Mary's,34,35.4,-1.4
San Francisco,32,33.4,-1.4
Brown,29.5,30.9,-1.4
Elon,33.1,34.5,-1.5
Iowa St.,34.8,36.3,-1.5
Arizona,31.1,32.6,-1.6
Bucknell,32.2,33.7,-1.6
UNLV,34.8,36.4,-1.6
Massachusetts,38.1,39.7,-1.6
Alabama A&M,36.6,38.2,-1.6
St. Bonaventure,33.1,34.7,-1.6
Ark.-Pine Bluff,35.4,37,-1.6
UC Irvine,29.6,31.2,-1.6
New Hampshire,34.3,35.9,-1.7
Boston U.,32.4,34.1,-1.7
Coastal Caro.,34.3,36,-1.7
Mississippi Val.,33.5,35.2,-1.7
Rutgers,36.6,38.3,-1.7
Longwood,35.2,36.9,-1.7
Michigan,33.7,35.5,-1.8
LSU,35.7,37.5,-1.8
Tennessee St.,32.6,34.5,-1.9
Manhattan,33.3,35.3,-2
Indiana St.,31.6,33.6,-2
Harvard,32.5,34.6,-2.1
Prairie View,35.5,37.6,-2.1
Idaho,32.2,34.3,-2.1
SMU,33.8,36,-2.2
Dartmouth,32.6,34.8,-2.2
Ball St.,31.2,33.4,-2.2
Bethune-Cookman,29.5,31.8,-2.3
Southern U.,34.8,37.1,-2.3
Houston,36.8,39.2,-2.3
La.-Lafayette,32.6,35,-2.3
New Orleans,32.5,34.8,-2.3
Canisius,34.8,37.2,-2.4
Austin Peay,31.5,33.9,-2.4
Detroit,29.2,31.7,-2.5
Gardner-Webb,37.9,40.5,-2.6
Drexel,33.2,35.8,-2.6
Alcorn,32.9,35.5,-2.6
Long Beach St.,30.7,33.4,-2.6
Fordham,31.9,34.5,-2.6
Princeton,28.1,30.7,-2.6
Cal Poly,33.2,35.8,-2.6
William & Mary,31.7,34.3,-2.7
Youngstown St.,33.1,35.8,-2.7
Navy,37.1,39.8,-2.7
Lafayette,33.3,36,-2.7
Oregon St.,34.5,37.4,-2.8
Evansville,29.8,32.7,-2.9
Howard,33.2,36.1,-2.9
DePaul,34.6,37.6,-3
Samford,27,30.1,-3.1
La.-Monroe,32.2,35.3,-3.1
UC Santa Barbara,30.2,33.4,-3.2
Army,29.8,33,-3.2
Missouri,34.8,38,-3.2
Colorado St.,31.9,35.2,-3.3
Tex.-Pan American,29.9,33.2,-3.3
Colorado,29.8,33.1,-3.3
Texas Tech,31.2,34.6,-3.4
Eastern Wash.,30.5,34,-3.5
Delaware St.,27.1,30.8,-3.7
Towson,33.6,37.4,-3.7
UMKC,31.4,35.2,-3.8
Chicago St.,34.8,38.5,-3.8
Sacred Heart,33,36.9,-3.9
Nicholls St.,31.8,35.8,-4.1
Seton Hall,36.1,40.2,-4.2
Pepperdine,34.9,39.3,-4.4
Denver,24,28.4,-4.5
Siena,33.9,38.4,-4.5
Coppin St.,31.2,35.8,-4.6
Air Force,26.5,31.2,-4.6
VMI,38.5,43.2,-4.7
IPFW,30.3,35,-4.7
Fresno St.,33.7,38.5,-4.8
Eastern Ky.,27.2,32.2,-5
Hawaii,30.5,35.5,-5
Furman,31.3,36.3,-5
East Carolina,32.8,38,-5.2
Loyola Marymount,31.9,37.3,-5.4
Florida A&M,32.9,38.3,-5.4
UMES,35.2,40.7,-5.5
Richmond,28.6,34.2,-5.6
South Carolina,33,38.6,-5.6
UTSA,28.4,34.1,-5.7
Centenary (LA),30.8,36.5,-5.8
Delaware,31.2,37.2,-6
Jacksonville St.,33.3,39.6,-6.3
Toledo,29.9,36.2,-6.4
UC Davis,26.4,33.1,-6.6
Hartford,31.2,38.2,-7
Fairleigh Dickinson,32.7,40,-7.3
Citadel,29,36.8,-7.9
Sacramento St.,31.3,39.3,-8
Monmouth,28.5,37.1,-8.6
Troy,33.8,43,-9.2
Texas Southern,32.3,42.2,-9.9
Louisiana Tech,28,37.9,-9.9
Northwestern,24,34.8,-10.8
