Name,RPG,OPP RPG,REB MAR
Cleveland St.,35.5,37.6,-2.1
Washington St.,31.2,33.3,-2.1
Texas St.,33.6,35.9,-2.2
Manhattan,35.2,37.5,-2.3
TCU,34,36.3,-2.3
New Orleans,33.2,35.5,-2.3
Rider,34.9,37.2,-2.3
UNC Greensboro,33.2,35.5,-2.3
UC Riverside,36.6,39,-2.4
Binghamton,33.7,36.1,-2.4
Dartmouth,31,33.5,-2.4
Canisius,32.8,35.4,-2.7
La.-Monroe,35,37.7,-2.7
New Mexico,29.5,32.2,-2.7
Oregon St.,33.2,35.9,-2.7
Alabama A&M,39,41.8,-2.8
North Carolina St.,33.2,36,-2.8
Evansville,33.8,36.7,-2.9
Maine,34.4,37.3,-2.9
Duke,32.9,35.9,-3
Toledo,29.5,32.5,-3
Delaware St.,26.6,29.7,-3
Virginia Tech,31.7,34.7,-3
Tennessee,33.4,36.4,-3
Central Mich.,32.5,35.6,-3.1
Jacksonville,35.7,38.9,-3.3
Tex.-Pan American,32.8,36.1,-3.3
LIU Brooklyn,33.6,37,-3.4
Radford,35.5,38.9,-3.4
Temple,31.4,34.8,-3.4
Long Beach St.,36.5,40,-3.5
Mt. St. Mary's,32.1,35.7,-3.5
Stetson,30.6,34.2,-3.6
Iowa St.,33.3,36.9,-3.6
Rice,33.9,37.5,-3.6
New Hampshire,28.7,32.4,-3.7
Nicholls St.,34.6,38.4,-3.8
Army,29.9,33.7,-3.8
Morehead St.,31.4,35.2,-3.8
Liberty,33.5,37.4,-3.8
Pepperdine,35.9,39.8,-3.9
Ark.-Pine Bluff,35.5,39.4,-3.9
Eastern Ky.,29.8,33.8,-4
Centenary (LA),32.3,36.3,-4
Monmouth,32.7,36.7,-4
Samford,26.9,31,-4.1
Chicago St.,32.5,36.6,-4.1
Siena,33.8,38,-4.2
Bethune-Cookman,33.3,37.5,-4.2
Georgia St.,32.6,36.8,-4.2
Air Force,24.9,29.3,-4.4
Portland,31.9,36.3,-4.4
UMES,35.7,40.2,-4.4
Troy,35.7,40.1,-4.4
Southern California,31.5,36.2,-4.7
Indiana St.,31.6,36.3,-4.7
Wofford,31,35.7,-4.7
Idaho,30.7,35.4,-4.7
Fresno St.,34.5,39.3,-4.8
Fairfield,32,36.9,-4.8
Texas Tech,33.4,38.3,-4.9
Duquesne,32.5,37.4,-4.9
Howard,30,35,-5
Richmond,27.7,32.8,-5.1
Saint Francis (PA),31.1,36.4,-5.3
IPFW,30.9,36.3,-5.4
Lafayette,30.8,36.3,-5.4
Southern Utah,29.2,34.7,-5.5
Houston,34.9,40.6,-5.7
Sacramento St.,33.1,39.1,-5.9
Bowling Green,28.3,34.4,-6.1
UMKC,31.6,37.8,-6.2
N.C. A&T,32.9,39.2,-6.3
Jackson St.,35.1,41.6,-6.6
Northwestern,26.6,33.2,-6.6
Princeton,22.4,29,-6.6
Stony Brook,31,38,-7
Prairie View,34.5,41.8,-7.2
Butler,25.9,33.3,-7.4
Baylor,31.9,39.4,-7.5
Morgan St.,31.6,39.4,-7.7
Coppin St.,30.7,38.5,-7.8
UAB,31.1,39.2,-8.1
West Virginia,28,37.7,-9.7
Savannah St.,29.5,41,-11.5
