Name,RPG,OPP RPG,REB MAR
Notre Dame,35.2,35.4,-0.2
UMBC,35.7,36,-0.2
Lehigh,34.4,34.6,-0.2
IUPUI,32.6,32.9,-0.3
Cleveland St.,33.5,33.9,-0.4
South Carolina,34,34.4,-0.4
Boise St.,35.1,35.5,-0.4
Massachusetts,34.3,34.7,-0.4
New Orleans,35.6,36.1,-0.4
Stony Brook,34.4,34.9,-0.4
Fordham,33.7,34.1,-0.4
Rider,36.1,36.6,-0.5
Iowa St.,35,35.4,-0.5
Texas Tech,35.3,35.8,-0.5
Providence,35.5,36.1,-0.5
Liberty,38.1,38.6,-0.5
St. Francis (PA),30.9,31.5,-0.5
Charleston So.,32.5,33.1,-0.6
Pepperdine,36.5,37,-0.6
Tennessee,32.7,33.3,-0.6
Siena,37.3,37.9,-0.6
Ohio,32.8,33.4,-0.6
Lamar,40.6,41.2,-0.6
Texas St.,33.5,34.2,-0.6
Georgetown,30.8,31.5,-0.7
Northern Ill.,32.2,32.9,-0.7
Hawaii,34.2,34.9,-0.7
UALR,32.9,33.7,-0.8
Idaho,34.2,35,-0.8
Cal St. Northridge,32.4,33.2,-0.8
Fairfield,35,35.9,-0.8
BYU,33.9,34.7,-0.8
Furman,32.2,33,-0.9
Yale,35.8,36.7,-0.9
Mississippi Val.,37.8,38.7,-0.9
Col. of Charleston,37.2,38.1,-0.9
UC Riverside,33.5,34.5,-1
IPFW,33,34,-1
Mississippi,29.9,31,-1.1
East Tenn. St.,37.7,38.8,-1.1
Long Island,35.8,36.8,-1.1
TCU,36.9,38,-1.1
Michigan,31.2,32.3,-1.1
St. Louis,33.1,34.2,-1.1
Coastal Caro.,34.1,35.2,-1.1
Eastern Wash.,31.3,32.5,-1.2
VCU,34.6,35.8,-1.2
Jacksonville St.,31.8,33,-1.2
Florida St.,33.2,34.5,-1.4
UNC Asheville,36,37.4,-1.4
Morgan St.,33.2,34.6,-1.4
Oakland,32.6,34.1,-1.5
Quinnipiac,35.7,37.3,-1.6
Ohio St.,33,34.6,-1.6
Towson,35,36.6,-1.6
Cornell,30,31.7,-1.6
Western Caro.,38.3,39.9,-1.6
George Mason,34.3,36,-1.7
UMKC,33.7,35.4,-1.7
Marshall,32.8,34.5,-1.7
North Carolina St.,32.5,34.3,-1.8
Colorado,36.2,38,-1.8
Austin Peay,31.8,33.7,-1.8
Marist,34.1,36,-1.9
Southeast Mo. St.,30.7,32.7,-2
Virginia,35.7,37.7,-2
Drexel,33.9,36,-2
VMI,33.9,36,-2
Jackson St.,36.5,38.7,-2.1
Appalachian St.,35,37.2,-2.2
Tulsa,35.9,38.1,-2.2
James Madison,32.8,35,-2.2
Grambling,36.9,39.1,-2.2
Portland,32.8,35.1,-2.3
San Diego St.,32.2,34.6,-2.3
Eastern Mich.,33.6,36,-2.4
Coppin St.,33.5,35.9,-2.4
St. Peter's,37,39.4,-2.4
Akron,33.9,36.3,-2.4
Manhattan,34.6,37,-2.4
Radford,34.3,36.8,-2.5
Lafayette,35.8,38.3,-2.5
UT Martin,34.4,37,-2.6
Hartford,34.3,36.8,-2.6
Morehead St.,30.9,33.6,-2.7
Denver,33.7,36.4,-2.7
Central Mich.,32.1,34.8,-2.7
Loyola Marymount,33.6,36.3,-2.8
Indiana,31,33.8,-2.8
Oregon St.,33.9,36.7,-2.8
Indiana St.,31.9,34.7,-2.8
Wofford,33.6,36.5,-2.9
Duquesne,34.7,37.6,-2.9
Elon,32.2,35.1,-2.9
Sacramento St.,35.7,38.6,-2.9
Colgate,32.9,35.8,-2.9
Creighton,31.4,34.3,-2.9
New Hampshire,33.3,36.2,-3
Delaware St.,27.5,30.5,-3
Cal Poly,32.6,35.7,-3
South Ala.,32,35.1,-3.1
Ark.-Pine Bluff,36,39.2,-3.2
Virginia Tech,33.4,36.8,-3.3
Mt. St. Mary's,31.9,35.2,-3.4
UNC Greensboro,36.2,39.6,-3.4
Jacksonville,34.9,38.3,-3.4
Montana St.,34,37.4,-3.4
Green Bay,31.3,34.7,-3.4
Princeton,24.1,27.6,-3.5
West Virginia,30.7,34.2,-3.5
San Francisco,35.7,39.3,-3.6
Richmond,32.4,36,-3.6
Nicholls St.,35.7,39.4,-3.6
Robert Morris,30.4,34.1,-3.7
Canisius,36.1,39.8,-3.7
Alcorn St.,33.1,36.8,-3.7
Toledo,31.4,35.2,-3.8
Georgia,32,35.9,-3.9
Georgia St.,34.1,38,-4
Loyola (IL),32,36,-4
Washington St.,31,35,-4
Evansville,32.5,36.5,-4
Md.-East. Shore,33.6,37.9,-4.2
Rutgers,32.4,36.7,-4.3
Brown,31.6,35.9,-4.3
UC Santa Barbara,30.7,35,-4.3
Monmouth,30,34.4,-4.4
Alabama A&M,38.1,42.5,-4.5
Auburn,33.1,37.6,-4.5
UAB,33,37.7,-4.7
St. Bonaventure,32.4,37.1,-4.7
Dartmouth,29.2,34,-4.8
Chicago St.,31.2,36.1,-4.9
New Mexico St.,33.5,38.4,-4.9
Youngstown St.,31.1,36.1,-5
Bethune-Cookman,31.9,37,-5.1
Samford,23.1,28.2,-5.1
Butler,26.1,31.2,-5.1
Idaho St.,31.4,36.6,-5.2
Houston,33.1,38.4,-5.3
Southern Utah,30.6,35.9,-5.3
Baylor,27.7,33,-5.3
Northwestern,27.3,32.8,-5.5
Howard,34.6,40.5,-5.9
Air Force,23.1,29.1,-6
San Jose St.,30.4,36.5,-6
St. Francis (NY),30.7,36.8,-6.1
Savannah St.,37.4,43.5,-6.1
Northeastern,34.8,41.1,-6.2
Centenary (LA),29.4,36.1,-6.6
Belmont,31.8,38.7,-6.9
La Salle,30.7,38.1,-7.4
Army,27.8,35.5,-7.7
N.C. A&T,34.2,42,-7.8
Prairie View,33.8,43.6,-9.8
Troy,30.2,41,-10.8
