Name,RPG,OPP RPG,REB MAR
Marquette,36.5,33.3,3.2
South Carolina,35.4,32.2,3.2
UCF,38.2,35,3.2
St. Francis Brooklyn,37.2,34,3.2
Northern Ariz.,33,29.8,3.2
Toledo,36.1,32.9,3.2
Louisville,37.9,34.7,3.2
Idaho St.,34.9,31.8,3.1
Columbia,33.1,30,3.1
Gonzaga,35.7,32.6,3.1
Tennessee Tech,35.4,32.4,3.1
Buffalo,37,34,3
Harvard,34.2,31.2,3
Texas Tech,32.9,29.9,3
UNC Asheville,37.6,34.6,3
Creighton,34.7,31.7,3
Saint Joseph's,35.6,32.6,2.9
FGCU,36.8,33.9,2.9
North Florida,37,34.1,2.9
La.-Lafayette,38,35.1,2.9
Oral Roberts,35.4,32.5,2.8
Brown,39.6,36.8,2.8
A&M-Corpus Christi,34,31.2,2.8
Siena,37.8,35.1,2.8
Clemson,36,33.3,2.7
Georgia Tech,36,33.2,2.7
Charleston So.,37.4,34.7,2.7
Memphis,37.6,35,2.7
San Francisco,35.5,32.8,2.7
Hofstra,36.2,33.6,2.6
Northern Colo.,32.4,29.7,2.6
Virginia Tech,36.7,34.2,2.5
Portland,36,33.5,2.5
Pacific,34.7,32.2,2.5
Miami (FL),34.5,32.1,2.5
Wagner,39.4,37,2.4
Stanford,35.3,32.8,2.4
New Orleans,37.2,34.8,2.4
UC Santa Barbara,35.3,32.9,2.4
Murray St.,35.9,33.6,2.3
Bakersfield,35,32.7,2.3
Cal St. Northridge,35.3,33.1,2.2
Rhode Island,36,33.8,2.2
Cleveland St.,33.9,31.9,2.1
Dartmouth,33.1,31,2
Sam Houston St.,35.3,33.2,2
Western Mich.,34.6,32.6,2
Southern Ill.,33.5,31.5,1.9
UCLA,35.6,33.7,1.9
Duke,34.7,32.8,1.9
Chattanooga,37.2,35.3,1.9
Detroit,36.7,34.8,1.8
Holy Cross,33.1,31.3,1.8
Old Dominion,35.4,33.7,1.8
Northeastern,34.9,33.2,1.7
Long Beach St.,37,35.3,1.7
Minnesota,34.5,32.8,1.7
Jackson St.,35.5,33.8,1.6
Saint Louis,36.3,34.7,1.6
Gardner-Webb,35.8,34.3,1.6
Michigan,32.3,30.7,1.6
UNC Greensboro,36.6,35.1,1.6
Western Caro.,36.1,34.5,1.6
Akron,34.9,33.3,1.5
Washington,34.5,33,1.5
Wofford,33.3,31.7,1.5
FIU,36.1,34.5,1.5
UTEP,36.2,34.8,1.5
Texas St.,32.4,30.9,1.5
Fla. Atlantic,36.9,35.4,1.5
Eastern Wash.,36.5,35.1,1.5
Manhattan,37.6,36.2,1.4
Oklahoma,37.7,36.3,1.4
Utah Valley,34.1,32.7,1.4
Kansas St.,36,34.7,1.3
Oregon,34.3,33,1.3
UTSA,34.6,33.4,1.2
Iowa St.,39.1,37.8,1.2
Radford,35,33.8,1.2
Notre Dame,33.8,32.6,1.2
Wisconsin,33.1,32,1.1
California,35.9,34.8,1.1
South Ala.,37.3,36.2,1.1
Oregon St.,34.5,33.5,1
Drake,32.5,31.5,1
American,30.1,29.1,1
Tulsa,36.5,35.5,0.9
George Mason,34.5,33.6,0.9
Indiana St.,33.2,32.3,0.9
Idaho,34.7,33.8,0.9
Florida St.,35,34.1,0.9
Appalachian St.,36.4,35.5,0.9
Monmouth,37,36.1,0.9
UALR,36,35.2,0.8
N.C. A&T,36.2,35.4,0.8
Ohio,35.3,34.5,0.8
Texas-Arlington,37.1,36.5,0.7
UConn,35.7,35,0.7
Georgetown,33.6,32.9,0.6
Princeton,32.9,32.3,0.6
Ill.-Chicago,34,33.5,0.5
St. John's (NY),36.7,36.2,0.5
Butler,34.6,34.1,0.5
San Diego,33.2,32.8,0.4
Morgan St.,38.4,38.1,0.3
VCU,37.5,37.2,0.3
Pepperdine,34.7,34.5,0.2
Illinois,34,33.8,0.2
Troy,35.5,35.5,0.1
Southern California,37,36.9,0.1
Penn St.,35,34.9,0.1
Davidson,32.9,32.8,0.1
Duquesne,35.3,35.3,0.1
Fairfield,35.4,35.4,0
La Salle,35.5,35.5,0
Sacramento St.,31.6,31.6,0
La.-Monroe,34.9,35,0
South Fla.,35.1,35.1,-0.1
Bradley,33.3,33.3,-0.1
Ga. Southern,35.2,35.3,-0.1
Ohio St.,33.9,34,-0.1
Bowling Green,35.4,35.6,-0.2
Alabama St.,36.5,36.7,-0.2
Hampton,38.5,38.8,-0.3
DePaul,33.9,34.2,-0.3
Tulane,33.7,34.1,-0.4
Seton Hall,32.5,32.9,-0.4
South Carolina St.,36.3,36.7,-0.4
West Virginia,35.8,36.3,-0.5
Western Ill.,30.5,31,-0.5
Nevada,34.8,35.3,-0.6
Eastern Ill.,32.4,32.9,-0.6
Saint Peter's,34,34.5,-0.6
North Texas,37,37.6,-0.6
Rutgers,35.4,36.1,-0.6
South Dakota,32.8,33.4,-0.7
Tennessee St.,33.6,34.3,-0.7
Rider,33.5,34.3,-0.7
North Carolina St.,34.6,35.3,-0.8
UNI,33,33.8,-0.8
Washington St.,32.8,33.6,-0.8
Florida A&M,39.2,40,-0.8
Elon,33.9,34.8,-0.8
Drexel,35.7,36.6,-0.9
Cal Poly,32.5,33.4,-0.9
VMI,42.2,43.1,-0.9
Youngstown St.,33.3,34.2,-0.9
Boston U.,33.4,34.4,-0.9
High Point,31.8,32.7,-0.9
Kent St.,33.6,34.5,-0.9
Navy,33.5,34.5,-1
Robert Morris,33.1,34.2,-1
San Jose St.,35.7,36.7,-1
Auburn,34.1,35.1,-1
UC Riverside,33.9,35,-1.1
Missouri St.,32.7,33.8,-1.1
Colgate,30.8,31.9,-1.1
New Hampshire,34.2,35.4,-1.2
NJIT,34.1,35.4,-1.2
Cal St. Fullerton,33.7,35,-1.3
Wake Forest,34.6,36,-1.3
Houston Baptist,35.9,37.3,-1.4
Nebraska,33.3,34.7,-1.4
Houston,34.3,35.7,-1.4
James Madison,33.7,35.1,-1.4
Marshall,37,38.4,-1.4
Milwaukee,33.7,35.1,-1.5
Army,33.6,35.1,-1.5
Air Force,32.4,33.9,-1.5
Montana St.,31.2,32.7,-1.5
Vanderbilt,34.5,36.1,-1.6
East Carolina,34,35.7,-1.7
Winthrop,32.5,34.2,-1.7
Loyola Chicago,30.4,32.1,-1.7
Savannah St.,33.5,35.2,-1.7
UNC Wilmington,35.9,37.6,-1.8
Austin Peay,33.3,35.1,-1.8
Fordham,37.2,39,-1.8
Arkansas St.,34.2,36.1,-1.8
Oklahoma St.,35.2,37.1,-1.9
Sacred Heart,34.5,36.5,-2
Evansville,32,34.1,-2.1
Belmont,30.7,32.8,-2.1
Alabama,32.8,34.9,-2.1
Bryant,34.2,36.4,-2.2
Temple,35.5,37.8,-2.2
LIU Brooklyn,34.5,36.8,-2.3
Mississippi St.,32.9,35.2,-2.3
Campbell,32.8,35.1,-2.3
Delaware,36.5,38.9,-2.4
Eastern Mich.,36.1,38.6,-2.5
Ole Miss,36.6,39.1,-2.5
Wright St.,29.2,31.7,-2.5
Arizona St.,35.6,38.2,-2.5
Loyola Marymount,33.8,36.3,-2.5
North Dakota,31.2,33.8,-2.6
Jacksonville,34.2,36.9,-2.6
Delaware St.,31.4,34.1,-2.7
McNeese St.,36.8,39.5,-2.7
Fresno St.,34.3,37,-2.7
William & Mary,31.1,33.8,-2.8
Portland St.,30.6,33.3,-2.8
Central Mich.,31.3,34.1,-2.8
Nicholls St.,31.7,34.6,-2.8
Northwestern St.,38.1,41,-2.8
UMBC,33.9,36.7,-2.8
UMES,32.6,35.5,-2.8
Canisius,33.3,36.2,-2.8
Kennesaw St.,32.9,35.7,-2.9
Miami (OH),31.2,34.1,-2.9
Marist,34.1,37,-2.9
SIU Edwardsville,31.1,34,-2.9
Penn,33.5,36.5,-3
Samford,32.1,35,-3
Mississippi Val.,34.8,37.8,-3
Illinois St.,34.3,37.3,-3
Jacksonville St.,30.6,33.7,-3.1
East Tenn. St.,34.8,38,-3.2
Texas A&M,33.5,36.7,-3.2
Furman,31.3,34.6,-3.3
Howard,33.2,36.5,-3.3
Lehigh,33.3,36.7,-3.4
Lafayette,29.9,33.3,-3.4
Binghamton,32.3,35.8,-3.5
Alcorn,30.9,34.4,-3.5
Niagara,34.3,37.8,-3.5
Citadel,33.1,36.6,-3.5
Boston College,29.8,33.3,-3.6
Santa Clara,32,35.6,-3.6
Bethune-Cookman,31.3,35,-3.7
Wyoming,28.9,32.8,-3.9
Arkansas,35.6,39.7,-4.1
Alabama A&M,33.9,38,-4.2
Northwestern,32.8,37,-4.2
Hartford,27.5,31.8,-4.2
Mt. St. Mary's,32.2,36.4,-4.2
Southeastern La.,31.9,36.3,-4.3
Lamar,31.5,35.8,-4.3
IUPUI,31.1,35.4,-4.3
Ark.-Pine Bluff,30.5,34.9,-4.4
Lipscomb,33,37.5,-4.4
Georgia St.,31.5,36,-4.5
Grambling,31.2,35.7,-4.6
Tex.-Pan American,33.1,37.7,-4.6
Cornell,31.4,36.1,-4.7
UMKC,32.7,37.5,-4.7
UT Martin,31.7,36.4,-4.7
Iona,33.1,38.1,-5
Central Conn. St.,34.5,39.6,-5
Oakland,31.1,36.1,-5.1
Loyola Maryland,31.2,36.3,-5.1
Prairie View,34,39.3,-5.3
Coppin St.,33.6,38.9,-5.3
Montana,27.1,32.4,-5.3
Denver,26.1,31.4,-5.3
Rice,32.4,37.7,-5.4
Richmond,32.7,38.2,-5.5
Saint Francis (PA),30.1,35.8,-5.6
Longwood,31.2,37.3,-6.1
Eastern Ky.,26.2,32.3,-6.1
Fairleigh Dickinson,31.6,38,-6.4
Presbyterian,30.6,37,-6.4
Stetson,29.8,36.3,-6.5
Central Ark.,33.9,40.8,-6.9
Maine,33.3,40.4,-7.1
Southern Utah,28.5,35.9,-7.3
UC Davis,28.3,36.5,-8.2
Chicago St.,31.3,40.2,-8.8
TCU,29.9,39.3,-9.4
,,,
Incarnate Word,39.6,35.3,4.3
Grand Canyon,35.7,34.2,1.4
Abilene Christian,32.6,32.5,0.1
Omaha,34.1,36,-1.9
Northern Ky.,31.3,34.4,-3
UMass Lowell,31.4,36.4,-5
