Name,RPG,OPP RPG,REB MAR
New Mexico,35.2,33.1,2.1
Savannah St.,33.8,31.8,2.1
Murray St.,35.9,33.8,2
Stetson,35.1,33.1,2
Delaware,37.6,35.7,2
Washington St.,33.3,31.4,2
Stanford,36.4,34.5,1.9
Virginia,32.2,30.3,1.9
Oklahoma,36.7,34.9,1.9
LIU Brooklyn,35.4,33.6,1.8
Tulsa,36.6,34.8,1.8
UNC Asheville,36.3,34.5,1.8
Oklahoma St.,36.4,34.6,1.8
UAB,36.7,35,1.7
Northern Colo.,34,32.3,1.7
Arkansas St.,36.9,35.2,1.7
Bryant,34.2,32.6,1.6
Oregon St.,37,35.4,1.6
Morgan St.,37.2,35.6,1.6
Hampton,38.6,37.1,1.5
Canisius,34.2,32.7,1.5
Marshall,37.9,36.5,1.4
Western Ill.,30.5,29.1,1.4
Penn St.,34.9,33.5,1.4
Rutgers,34.2,33,1.2
Cal Poly,31.6,30.4,1.2
West Virginia,35,33.8,1.2
American,32.4,31.2,1.2
Georgetown,32.9,31.7,1.2
FGCU,36.6,35.4,1.2
Fairfield,33.3,32.2,1.1
Tennessee Tech,33.5,32.4,1.1
Texas A&M,33.3,32.2,1.1
Ole Miss,38.7,37.7,1.1
Columbia,31.4,30.4,1
North Texas,37.1,36.1,1
Maine,37.2,36.3,1
Texas,37.1,36.2,0.9
Kent St.,35,34.1,0.9
George Mason,34.3,33.5,0.8
Houston Baptist,35.9,35.1,0.8
Pepperdine,34.2,33.5,0.7
UC Santa Barbara,34.8,34.1,0.7
Loyola Maryland,34.4,33.8,0.6
Santa Clara,34.9,34.3,0.6
Fla. Atlantic,36.5,36,0.5
Jacksonville,36.1,35.5,0.5
Mercer,32.4,31.8,0.5
Northern Ill.,33.5,33,0.5
Appalachian St.,35.4,35,0.5
Northwestern St.,39.3,38.9,0.4
Saint Louis,32.8,32.5,0.4
Rider,33.8,33.5,0.4
UNI,32.1,31.7,0.4
Massachusetts,37,36.7,0.3
Pacific,32.3,32.1,0.2
William & Mary,33.3,33.1,0.2
Saint Joseph's,34.8,34.6,0.2
Utah,34.3,34.1,0.2
Loyola Marymount,35.2,35,0.2
Iona,36,35.9,0.2
Bakersfield,34,33.9,0.1
Clemson,33.4,33.2,0.1
Louisiana Tech,38.5,38.4,0.1
Colgate,35.3,35.2,0.1
VCU,34.8,34.8,0.1
Holy Cross,33.4,33.4,0
Howard,34,33.9,0
Southeast Mo. St.,36.8,36.9,0
Southern California,35.3,35.3,0
San Jose St.,36.7,36.8,-0.1
Southern U.,35.2,35.3,-0.2
Detroit,33.3,33.4,-0.2
Indiana St.,33.9,34.1,-0.2
Winthrop,32.5,32.8,-0.2
Alabama A&M,36,36.3,-0.3
Seton Hall,33.5,33.8,-0.3
Manhattan,32.1,32.4,-0.3
Bowling Green,34.2,34.6,-0.4
Arizona St.,35.8,36.2,-0.4
Siena,33.8,34.3,-0.4
Radford,36.7,37.1,-0.5
Eastern Ill.,29.8,30.3,-0.5
LSU,37.1,37.6,-0.5
Texas Southern,35.5,36.1,-0.6
Western Caro.,34.6,35.2,-0.6
Lamar,36.7,37.4,-0.6
UC Davis,33.1,33.8,-0.6
Long Beach St.,35.2,35.9,-0.7
Liberty,35.7,36.3,-0.7
UALR,34.3,35,-0.7
Belmont,32.2,33,-0.8
UT Martin,35.6,36.5,-0.9
Evansville,33.1,33.9,-0.9
Sacramento St.,33.9,34.8,-0.9
St. Francis Brooklyn,35.1,36.1,-0.9
UNC Greensboro,36.2,37.2,-0.9
Vanderbilt,33,34,-0.9
Alabama,32.6,33.5,-0.9
TCU,31.9,32.9,-1
Illinois St.,35.1,36.1,-1
Auburn,34.2,35.2,-1
Oakland,32.5,33.5,-1
Eastern Mich.,33.5,34.5,-1
Harvard,29.4,30.4,-1
St. Bonaventure,32.4,33.5,-1.1
Boston College,31.4,32.5,-1.1
Alabama St.,35.6,36.8,-1.1
UMKC,30.7,31.8,-1.1
Utah Valley,33,34.1,-1.2
Cornell,32.4,33.6,-1.2
Robert Morris,32.2,33.4,-1.2
Duke,33.8,35,-1.2
Montana,31.2,32.4,-1.2
Hofstra,34.7,35.9,-1.3
South Carolina St.,36.2,37.5,-1.3
Illinois,33.5,34.9,-1.3
Sacred Heart,34.5,35.9,-1.4
Portland St.,31.1,32.5,-1.4
N.C. A&T,35.4,36.8,-1.4
Wright St.,30.3,31.7,-1.4
Temple,34.4,35.9,-1.4
UNC Wilmington,34.1,35.5,-1.5
Cleveland St.,31.3,32.8,-1.5
Bethune-Cookman,34.6,36.1,-1.5
Wofford,31.6,33.1,-1.5
James Madison,32.7,34.2,-1.5
Virginia Tech,35.8,37.3,-1.5
UMES,33.7,35.3,-1.5
Norfolk St.,36.1,37.6,-1.6
Southern Ill.,30,31.6,-1.6
San Diego,32.3,33.9,-1.6
Niagara,35.4,37.1,-1.6
Youngstown St.,35.2,36.8,-1.7
Nevada,33.2,34.9,-1.7
Elon,34.1,35.9,-1.8
UTEP,31.4,33.2,-1.8
UCLA,36.3,38.1,-1.9
Ill.-Chicago,33.4,35.3,-1.9
Georgia St.,31.8,33.7,-1.9
North Dakota,34.1,36,-1.9
Ga. Southern,32,34,-2
Campbell,33.9,35.9,-2
Citadel,30.4,32.4,-2
New Hampshire,34.8,36.9,-2.1
Duquesne,35.9,38,-2.1
Austin Peay,34,36.1,-2.2
East Carolina,35.7,37.9,-2.2
Dartmouth,31.3,33.5,-2.2
SIU Edwardsville,31.7,33.9,-2.2
Montana St.,32.2,34.5,-2.3
Bradley,32.5,34.9,-2.4
Wake Forest,32.5,34.9,-2.4
San Francisco,32.5,35,-2.5
Central Ark.,38.7,41.2,-2.5
Florida St.,31,33.5,-2.5
VMI,38.2,40.7,-2.5
Arkansas,35,37.5,-2.5
Binghamton,35.2,37.7,-2.5
Texas Tech,32,34.6,-2.6
Delaware St.,32,34.6,-2.6
Northeastern,30.1,32.8,-2.7
Drake,31.5,34.3,-2.7
New Orleans,35,37.8,-2.8
Boston U.,32.2,35,-2.9
La Salle,31.7,34.7,-3
Air Force,30,33,-3
Central Mich.,31.6,34.6,-3
Longwood,33.2,36.3,-3.1
Lehigh,32.9,36,-3.1
Chicago St.,33.2,36.3,-3.1
Saint Peter's,31.5,34.7,-3.2
Southeastern La.,33.3,36.6,-3.3
Furman,31.4,34.7,-3.3
Toledo,32.8,36.2,-3.4
Northern Ariz.,32.5,35.9,-3.4
Troy,33.2,36.6,-3.4
South Fla.,32.6,36.1,-3.5
UConn,33.1,36.6,-3.5
South Dakota,31.2,34.8,-3.6
Penn,31.5,35.1,-3.6
Fresno St.,32.3,35.9,-3.6
Nebraska,31.5,35.2,-3.6
Ark.-Pine Bluff,34.3,38,-3.7
A&M-Corpus Christi,31.8,35.4,-3.7
FIU,32.6,36.4,-3.8
UTSA,32,35.8,-3.8
St. John's (NY),36.6,40.4,-3.8
Alcorn,32.6,36.4,-3.8
DePaul,34.2,38.1,-3.9
UMBC,33.2,37.2,-3.9
Mississippi St.,33.3,37.2,-3.9
Kennesaw St.,30.4,34.4,-4
Lafayette,29.8,33.8,-4
Nicholls St.,31.6,35.7,-4.1
Hartford,29.8,33.9,-4.1
Eastern Wash.,35.9,40.1,-4.2
McNeese St.,35.2,39.3,-4.2
Tex.-Pan American,32.4,36.7,-4.3
North Florida,32.4,36.7,-4.3
Marist,32.8,37.2,-4.3
Wyoming,28.6,33,-4.4
Missouri St.,29.7,34.2,-4.5
La.-Lafayette,34.2,38.8,-4.6
Milwaukee,33.3,37.9,-4.7
Samford,28.8,33.5,-4.7
Ohio,31.1,35.8,-4.7
Miami (OH),29.4,34.1,-4.7
Presbyterian,28.5,33.3,-4.8
Florida A&M,35.2,40.1,-4.9
Jacksonville St.,28.8,33.7,-5
La.-Monroe,29.6,34.7,-5.1
Eastern Ky.,27.6,32.9,-5.3
Texas St.,33.5,38.8,-5.3
Saint Francis (PA),29.7,35.1,-5.3
Rhode Island,32,37.4,-5.4
Monmouth,32.6,38.2,-5.5
Mt. St. Mary's,29.3,34.8,-5.6
Mississippi Val.,33.9,39.7,-5.9
Idaho St.,28.5,34.4,-5.9
East Tenn. St.,30.8,36.8,-5.9
Denver,25,30.9,-6
Richmond,28.9,35,-6
Navy,29.7,35.8,-6.1
Central Conn. St.,34.6,40.7,-6.2
Cal St. Fullerton,29.8,36.1,-6.3
Jackson St.,32.1,38.5,-6.4
Northwestern,30.7,37.5,-6.8
Grambling,31.2,38.4,-7.1
IUPUI,29.1,36.2,-7.2
Fairleigh Dickinson,30.7,38.6,-7.9
Coppin St.,33.2,41.7,-8.6
Rice,25.8,37.7,-11.9
