Name,TOPG
Idaho St.,15
St. Francis (NY),15
George Washington,15
Memphis,15
American,15
Bowling Green,15
Louisiana Tech,15
Sacramento St.,15
Stephen F. Austin,15
Nicholls St.,15
UALR,15.1
Mississippi St.,15.1
Providence,15.1
Tulsa,15.1
Missouri St.,15.2
Eastern Mich.,15.2
UCF,15.2
Connecticut,15.2
St. Bonaventure,15.2
Montana St.,15.3
Georgia,15.3
UC Riverside,15.3
Iona,15.3
Valparaiso,15.3
Alabama A&M,15.3
Oregon,15.3
South Fla.,15.3
Georgia Tech,15.3
Elon,15.3
Siena,15.3
Gardner-Webb,15.4
Army,15.4
La.-Lafayette,15.5
Loyola (IL),15.5
Lamar,15.5
Stetson,15.5
Massachusetts,15.5
Northern Ariz.,15.5
UT Martin,15.6
Youngstown St.,15.6
Penn,15.6
Ga. Southern,15.6
Michigan,15.6
St. Mary's (CA),15.7
Quinnipiac,15.7
Howard,15.7
IPFW,15.7
Drake,15.7
Western Ill.,15.8
Long Island,15.8
Alabama St.,15.8
Grambling,15.8
Bucknell,15.8
Maryland,15.8
Buffalo,15.8
Charleston So.,15.8
Liberty,15.9
Baylor,15.9
Eastern Ill.,15.9
Lipscomb,15.9
Penn St.,15.9
Mercer,15.9
Colorado St.,15.9
Bradley,15.9
Fresno St.,15.9
Tennessee St.,15.9
South Ala.,16
UNC Asheville,16
North Texas,16
Florida St.,16
East Carolina,16.1
Minnesota,16.1
New Mexico St.,16.1
Bethune-Cookman,16.1
UCLA,16.1
Long Beach St.,16.1
Wyoming,16.1
Morgan St.,16.2
Cal St. Northridge,16.2
New Hampshire,16.2
Eastern Wash.,16.3
A&M-Corpus Christi,16.3
Ark.-Pine Bluff,16.3
St. John's (NY),16.3
Fordham,16.4
Southern California,16.5
La.-Monroe,16.5
Cleveland St.,16.5
Cal Poly,16.6
Morehead St.,16.6
North Carolina,16.7
Delaware,16.7
High Point,16.7
Northwestern St.,16.8
Centenary (LA),16.8
San Diego,16.9
Tennessee Tech,17
East Tenn. St.,17
Montana,17
Texas Southern,17
South Carolina St.,17.1
Chattanooga,17.1
Portland St.,17.2
Tulane,17.2
Florida A&M,17.2
Norfolk St.,17.2
VMI,17.2
William & Mary,17.2
James Madison,17.3
Fla. Atlantic,17.3
McNeese St.,17.4
Hampton,17.4
Sam Houston St.,17.4
UNC Greensboro,17.5
Clemson,17.5
Prairie View,17.5
Central Mich.,17.5
Columbia,17.5
Harvard,17.5
Jackson St.,17.5
Loyola (MD),17.6
Citadel,17.6
Lafayette,17.7
Western Caro.,17.8
Maine,17.9
Southern U.,17.9
UTSA,18
Sacred Heart,18.1
Jacksonville,18.1
Campbell,18.8
FIU,18.8
Texas-Arlington,18.9
Navy,19.5
Savannah St.,19.6
Alcorn St.,19.7
N.C. A&T,20.3
Md.-East. Shore,22.3
