Name,TOPG
Southeastern La.,15.4
Sam Houston St.,15.4
North Florida,15.4
Hartford,15.4
UT Martin,15.4
UC Davis,15.5
Army,15.6
Portland,15.6
Northeastern,15.6
Saint Peter's,15.6
Morgan St.,15.6
N.C. A&T,15.7
Houston Baptist,15.7
South Carolina St.,15.7
Florida A&M,15.8
Saint Francis (PA),15.8
Manhattan,16
Northern Ill.,16
Prairie View,16.1
Texas-Arlington,16.1
South Ala.,16.1
LIU Brooklyn,16.2
St. Francis Brooklyn,16.2
Florida St.,16.3
La.-Lafayette,16.3
Northern Colo.,16.3
Arizona St.,16.3
Grambling,16.4
Alabama A&M,16.5
Mt. St. Mary's,16.6
Chicago St.,16.9
Texas Southern,17
Texas Tech,17.1
Howard,17.2
UMES,17.4
Stetson,17.7
Towson,18.1
,4564.4
