Name,TOPG
Syracuse,12.6
Vermont,12.7
Delaware,12.7
Louisville,12.7
UNC Greensboro,12.7
Georgetown,12.7
IUPUI,12.7
North Dakota,12.7
East Carolina,12.7
Stephen F. Austin,12.7
Iowa,12.8
Jackson St.,12.8
Mercer,12.8
Nevada,12.8
Wichita St.,12.8
Bowling Green,12.8
Southeast Mo. St.,12.8
Cincinnati,12.8
Southeastern La.,12.8
Indiana St.,12.8
Bryant,12.9
Georgia Tech,12.9
Northeastern,12.9
Utah,12.9
Saint Peter's,12.9
Eastern Ill.,12.9
Wofford,12.9
Robert Morris,12.9
Wright St.,12.9
Tennessee,12.9
Kent St.,12.9
Xavier,13
Central Mich.,13
Providence,13
Winthrop,13
Kentucky,13
Indiana,13
Western Caro.,13
West Virginia,13
William & Mary,13
Jacksonville St.,13
Illinois St.,13.1
Presbyterian,13.1
Arizona,13.1
Houston,13.1
Northern Colo.,13.1
Arkansas St.,13.2
Utah St.,13.2
Loyola Chicago,13.2
Ga. Southern,13.2
Samford,13.2
Sam Houston St.,13.2
East Tenn. St.,13.2
Colgate,13.2
VMI,13.2
Loyola Marymount,13.2
Missouri,13.2
Gardner-Webb,13.2
George Mason,13.3
Colorado,13.3
Texas A&M,13.3
Iowa St.,13.3
Cornell,13.3
Washington,13.3
Southern California,13.3
Auburn,13.3
Butler,13.4
Col. of Charleston,13.4
Liberty,13.4
Albany (NY),13.4
Eastern Wash.,13.4
Michigan St.,13.4
Green Bay,13.5
Idaho,13.5
UTSA,13.5
San Diego,13.5
Canisius,13.5
USC Upstate,13.5
Harvard,13.5
Dartmouth,13.5
Belmont,13.5
TCU,13.5
Radford,13.5
Oregon St.,13.5
Fairfield,13.5
Appalachian St.,13.5
St. Bonaventure,13.6
IPFW,13.6
Marquette,13.6
Akron,13.6
Cal St. Northridge,13.6
Kansas,13.7
Delaware St.,13.7
Old Dominion,13.7
Drake,13.8
UCF,13.8
Middle Tenn.,13.8
Texas St.,13.8
Nicholls St.,13.8
Kennesaw St.,13.8
Rutgers,13.8
Minnesota,13.8
Campbell,13.8
San Jose St.,13.9
North Texas,13.9
Oral Roberts,13.9
Eastern Mich.,13.9
Quinnipiac,13.9
Murray St.,14
Northwestern St.,14
UNLV,14
UC Davis,14
Chattanooga,14
Army,14.1
La.-Lafayette,14.1
Cleveland St.,14.1
Bakersfield,14.1
Coastal Caro.,14.1
Brown,14.1
Milwaukee,14.2
Miami (OH),14.2
Hartford,14.2
Yale,14.3
UNC Wilmington,14.3
Massachusetts,14.3
DePaul,14.3
Marist,14.3
Northern Ariz.,14.3
Alabama A&M,14.3
N.C. Central,14.3
Tex.-Pan American,14.3
Western Mich.,14.3
Wake Forest,14.4
LSU,14.4
SIU Edwardsville,14.4
LIU Brooklyn,14.4
Central Ark.,14.4
New Mexico St.,14.4
UC Santa Barbara,14.4
Hawaii,14.4
Ark.-Pine Bluff,14.4
SMU,14.4
Saint Francis (PA),14.4
Northern Ill.,14.5
Hofstra,14.5
Norfolk St.,14.5
Valparaiso,14.5
Florida St.,14.5
Dayton,14.5
UNC Asheville,14.5
Furman,14.5
Georgia,14.6
Duquesne,14.6
UC Riverside,14.6
Memphis,14.6
NJIT,14.6
North Florida,14.7
FGCU,14.7
UMBC,14.7
Tulsa,14.7
Texas Tech,14.7
Pepperdine,14.7
Coppin St.,14.8
Long Beach St.,14.8
Texas,14.8
Maryland,14.8
Monmouth,14.8
Towson,14.8
Texas-Arlington,14.8
Howard,14.9
Oregon,14.9
Chicago St.,14.9
South Carolina St.,15
Alabama St.,15
Portland,15
Southern Miss.,15
Prairie View,15
Maine,15
Western Ky.,15.1
Alcorn,15.1
UMKC,15.1
UT Martin,15.1
N.C. A&T,15.1
FIU,15.1
Ball St.,15.2
Sacred Heart,15.2
Morgan St.,15.2
Southern Utah,15.2
Wagner,15.2
Mississippi Val.,15.3
Jacksonville,15.3
UALR,15.3
Fla. Atlantic,15.3
Rider,15.3
Siena,15.3
UMES,15.3
South Carolina,15.3
Tennessee St.,15.3
Binghamton,15.4
Charlotte,15.4
Buffalo,15.4
UAB,15.5
Citadel,15.5
Seton Hall,15.6
Florida A&M,15.6
Villanova,15.7
Fordham,15.7
Fairleigh Dickinson,15.7
Stetson,15.8
Marshall,15.8
South Ala.,15.9
George Washington,16
Penn,16
Tennessee Tech,16.1
Manhattan,16.2
Austin Peay,16.2
La.-Monroe,16.3
Longwood,16.6
Lipscomb,16.8
Hampton,17
Mississippi St.,17
Houston Baptist,17.2
Savannah St.,17.4
Morehead St.,17.4
Grambling,17.5
New Orleans,17.7
Lamar,18.2
Seattle,18.2
