"id","season","RPG","OPP_RPG","REB.MAR","TOPG","TO.MAR"
502,"H",20.7,29.8,-9.1,11.5,NA
502,"I",21.5,27.8,-6.3,10.8,NA
502,"J",23.1,29.1,-6,9.8,NA
502,"K",24.9,29.3,-4.4,10.8,NA
502,"L",27.5,29.1,-1.6,10.3,NA
502,"M",26.5,31.2,-4.6,12.7,NA
502,"N",28.4,30.7,-2.3,13.1,-1.5
502,"O",27.5,31.2,-3.7,12.7,-0.9
502,"P",29.1,34.5,-5.4,12.1,0.6
502,"Q",28.8,34.2,-5.4,12.8,1.2
502,"R",30,33,-3,11.8,1.2
502,"S",32.4,33.9,-1.5,13.3,-1.5
503,"H",29.6,33.9,-4.2,12.5,NA
503,"I",33.6,35.5,-1.9,14.6,NA
503,"J",33.9,36.3,-2.4,13.4,NA
503,"K",33.5,32.3,1.3,12.5,NA
503,"L",35.1,32.8,2.4,12.5,NA
503,"M",31.4,32,-0.6,12.8,NA
503,"N",33.5,34.4,-0.9,13.8,4.1
503,"O",36.4,33.8,2.6,13.4,1
503,"P",34.5,37.3,-2.8,12.1,2.2
503,"Q",35.7,33.3,2.4,14.1,-0.1
503,"R",38,32,6,13.6,0.2
503,"S",34.9,33.3,1.5,13.2,-0.1
504,"H",37.5,33.5,4,13.3,NA
504,"I",35.3,33.6,1.7,13.3,NA
504,"J",36.9,31.8,5.2,12.6,NA
504,"K",37,32.7,4.3,13.5,NA
504,"L",38.7,34.6,4.1,13.7,NA
504,"M",38.2,35.2,3,13,NA
504,"N",39.5,37,2.5,14.5,-0.1
504,"O",35.2,34.4,0.8,12.8,1.1
504,"P",36.6,33.4,3.2,14.1,1.5
504,"Q",35.2,32.5,2.7,12.9,0.7
504,"R",32.6,33.5,-0.9,12.5,1.8
504,"S",32.8,34.9,-2.1,11.9,0.9
505,"H",36.9,39.7,-2.8,18.7,NA
505,"I",37,38.5,-1.5,16.1,NA
505,"J",38.1,42.5,-4.5,15.3,NA
505,"K",39,41.8,-2.8,16.5,NA
505,"L",35.7,44.1,-8.4,18,NA
505,"M",36.6,38.2,-1.6,16.6,NA
505,"N",35.1,41.2,-6.1,16.6,2.4
505,"O",37.2,42.3,-5.1,16.4,2.5
505,"P",37.8,39.6,-1.8,15.9,0.9
505,"Q",34.5,36.4,-1.9,16.5,-2.2
505,"R",36,36.3,-0.3,14.3,-1.9
505,"S",33.9,38,-4.2,13.3,0.4
506,"H",36,33.7,2.3,16.8,NA
506,"I",34.4,31.8,2.6,16.8,NA
506,"J",33.7,32.1,1.5,15.8,NA
506,"K",35.4,35.4,-0.1,15.8,NA
506,"L",34.4,37.4,-3.1,14,NA
506,"M",38.6,33,5.6,13.5,NA
506,"N",35.6,34.4,1.2,13.6,-0.8
506,"O",35.5,33.7,1.8,16.2,-0.5
506,"P",36.2,35.4,0.9,15.9,-0.2
506,"Q",35.5,37.3,-1.7,15.2,0.5
506,"R",35.6,36.8,-1.1,15,-1.6
506,"S",36.5,36.7,-0.2,12.3,2.5
507,"H",28.6,40.6,-12,12.6,NA
507,"I",32.7,36.6,-3.9,15.8,NA
507,"J",33.7,32.9,0.8,14.8,NA
507,"K",34,31.6,2.4,14.2,NA
507,"L",34,30.5,3.4,13.4,NA
507,"M",37.5,30.2,7.3,14.3,NA
507,"N",38.9,30.2,8.7,15.3,-2.9
507,"O",36.1,33.3,2.8,16.2,-3.9
507,"P",36.1,33.8,2.3,12.8,-2.4
507,"Q",34.5,32.6,1.9,12.6,0.5
507,"R",33.6,30.6,3,13.4,-0.8
507,"S",34.6,31.4,3.2,12.7,-0.8
508,"K",35.4,36.8,-1.4,18.3,NA
508,"L",35.9,36.9,-1,18.7,NA
508,"M",32.9,35.5,-2.6,17.2,NA
508,"N",32,42.6,-10.6,14.7,0.5
508,"O",34.4,42.9,-8.5,20.7,-5
508,"O",34.4,42.9,-8.5,20.7,NA
508,"P",35.4,46.1,-10.6,16.9,-1.5
508,"Q",30.7,36.3,-5.6,15.2,-0.8
508,"R",32.6,36.4,-3.8,15.1,-1.9
508,"S",30.9,34.4,-3.5,11.5,0.9
508,"H",36.3,36.3,0,18.5,NA
508,"I",33,33.9,-0.9,19.3,NA
508,"J",33.1,36.8,-3.7,19.7,NA
509,"K",34.7,33.5,1.2,15.6,NA
509,"L",34.6,32.3,2.3,13.8,NA
509,"M",32,29.6,2.4,13.6,NA
509,"H",33,34.2,-1.2,13.1,NA
509,"I",34.4,31.6,2.8,14.2,NA
509,"J",35.3,32.9,2.4,15,NA
509,"Q",32.6,34.1,-1.5,11.1,-0.1
509,"N",33,30.1,2.9,13.2,-0.4
509,"O",35.4,32.2,3.2,14.8,-5.2
509,"P",33.7,30.6,3.1,11.2,-0.8
509,"R",32.4,31.2,1.2,12.1,-2.8
509,"S",30.1,29.1,1,14,-1.8
510,"N",39.4,31.9,7.5,17.5,NA
510,"H",39.2,38.6,0.6,16.4,NA
510,"I",34.9,39.3,-4.4,16.5,NA
510,"J",35,37.2,-2.2,14.9,NA
510,"K",34.4,36.5,-2.1,15.2,NA
510,"L",34.8,33.3,1.5,14.8,NA
510,"M",35.1,34.1,1,15.2,NA
510,"Q",35.3,35.4,-0.1,14.3,-2.7
510,"N",39.4,31.9,7.5,17.5,-5.2
510,"O",38.4,30.4,8,15.1,-4.3
510,"P",34.4,34.5,-0.1,13,-0.7
510,"R",35.4,35,0.5,13.5,0.1
510,"S",36.4,35.5,0.9,12.1,0.8
511,"N",33.9,31.4,2.4,12.6,-0.7
511,"H",42.8,36.4,6.4,14.8,NA
511,"I",39.6,35.2,4.3,15,NA
511,"J",37,33,4,14.8,NA
511,"K",34.5,35.1,-0.6,13.5,NA
511,"L",37.5,31.5,6,13.7,NA
511,"M",31.1,32.6,-1.6,12.2,NA
511,"Q",35.3,33.5,1.8,12.5,-0.6
511,"R",36.3,30.3,6,13.1,0.7
511,"O",34.3,34.4,-0.2,14.1,-1.2
511,"P",34.6,30.7,3.9,12.9,-0.1
511,"S",38.9,30.4,8.5,10.5,2.2
512,"O",31.9,31.9,0,11.7,1.3
512,"P",32,35.5,-3.6,12.2,0.6
512,"H",36.5,31.6,4.8,13.9,NA
512,"I",35.6,35.7,-0.1,15.1,NA
512,"J",36.6,34,2.6,14.7,NA
512,"K",33.1,33,0.1,15.1,NA
512,"L",32.5,30.6,1.9,14.5,NA
512,"M",30.2,30.7,-0.5,12.8,NA
512,"N",31.3,29.7,1.6,11.5,0.6
512,"Q",31.5,30,1.5,16.3,-5
512,"R",35.8,36.2,-0.4,12.3,0.2
512,"S",35.6,38.2,-2.5,11.5,0.6
515,"Q",33.8,37.6,-3.8,13,3.3
515,"H",38,32.6,5.4,16.7,NA
515,"I",34.5,36.7,-2.2,13.8,NA
515,"J",34.1,33.2,0.9,14.2,NA
515,"K",35,34.9,0.1,13.4,NA
515,"L",35.5,32.6,2.9,15.3,NA
515,"M",36.8,32.3,4.5,15.5,NA
515,"N",37.6,36,1.7,14,1.2
515,"O",34.5,37.1,-2.6,13.7,0.9
515,"P",34.3,37.2,-2.9,13.3,1.1
515,"R",35,37.5,-2.5,11.6,5.9
515,"S",35.6,39.7,-4.1,11.7,5.5
516,"R",36.9,35.2,1.7,13.2,2.8
516,"H",31.7,34.9,-3.2,13.2,NA
516,"I",36.3,35.4,0.9,15.5,NA
516,"J",38,35.9,2.2,14.7,NA
516,"K",34.8,35.4,-0.5,15.4,NA
516,"L",35.6,36.7,-1,15.4,NA
516,"M",31.1,32.4,-1.3,13.8,NA
516,"N",36.5,34.1,2.4,13.6,NA
516,"O",38.3,34.6,3.7,13.9,-1.7
516,"P",36.8,32.2,4.6,13.1,0.1
516,"Q",33.9,31.4,2.5,13.5,-0.5
516,"S",34.2,36.1,-1.8,12.2,1.2
513,"N",34.8,32.6,2.2,15,-1
513,"I",37,32.1,4.9,15.7,NA
513,"O",34,35.4,-1.4,13.4,-1.4
513,"M",36.4,31.2,5.3,16.3,NA
513,"R",34.3,35,-0.7,15.3,1.1
513,"H",33.5,34.4,-0.9,16.7,NA
513,"Q",33.3,35.9,-2.6,12.5,1.9
513,"J",32.9,33.7,-0.8,15.1,NA
513,"P",33.4,35,-1.6,11.9,1.9
513,"L",35.6,30.8,4.8,15,NA
513,"K",34.6,31,3.6,15.4,NA
513,"S",36,35.2,0.8,13.1,0
514,"R",34.3,38,-3.7,14.4,1.8
514,"S",30.5,34.9,-4.4,15.4,1.2
514,"H",31,43.4,-12.4,19,NA
514,"I",34.7,43.6,-8.9,19.2,NA
514,"J",36,39.2,-3.2,16.3,NA
514,"K",35.5,39.4,-3.9,16.4,NA
514,"L",37.5,38.9,-1.4,15.7,NA
514,"M",35.4,37,-1.6,14.2,NA
514,"N",38,37,1,19.5,NA
514,"N",38,37,1,19.5,-2.6
514,"O",38.2,31.6,6.6,17,-2.8
514,"P",31.8,36.4,-4.5,16.7,-1.3
514,"Q",33.5,36.2,-2.7,14.9,-0.6
517,"K",29.9,33.7,-3.8,15.7,NA
517,"H",29.9,32.6,-2.6,17.1,NA
517,"I",29,37.4,-8.4,17.1,NA
517,"J",27.8,35.5,-7.7,15.4,NA
517,"O",32,32.9,-0.9,14.8,2.2
517,"L",31.3,31.8,-0.5,16.2,NA
517,"M",29.8,33,-3.2,15.9,NA
517,"N",29.2,34.9,-5.7,15.3,2.4
517,"S",33.6,35.1,-1.5,12.9,0.7
517,"P",34,35.8,-1.8,14.1,-0.2
517,"Q",31.9,35.9,-4,15.6,0.3
517,"R",36.5,33.5,3,14.1,-1.2
518,"H",35.1,33,2.1,16,NA
518,"L",36.4,35.6,0.8,16.4,NA
518,"I",37.3,32.7,4.5,16,NA
518,"J",33.1,37.6,-4.5,14.5,NA
518,"K",33,34.3,-1.3,15.9,NA
518,"P",34.4,35.3,-0.9,14.2,1.2
518,"M",32.4,33.5,-1.1,13.6,NA
518,"N",36.6,36.5,0.1,13.2,3.2
518,"O",35,35.5,-0.5,13.7,1.5
518,"Q",34.3,35.3,-1,13.5,0.6
518,"R",34.2,35.2,-1,13.3,0.1
518,"S",34.1,35.1,-1,12.1,0.6
519,"I",34.3,32.4,1.9,13.5,NA
519,"H",35.2,33.4,1.8,15.3,NA
519,"K",32.8,34.4,-1.5,14.4,NA
519,"L",33.3,33.7,-0.4,13.2,NA
519,"M",31.5,33.9,-2.4,12.7,NA
519,"J",31.8,33.7,-1.8,14.3,NA
519,"O",34.1,35.3,-1.2,14.3,-0.8
519,"P",36.1,34.9,1.2,14.3,2.4
519,"Q",33.7,35.3,-1.7,14.6,0.4
519,"N",34.1,34.7,-0.6,13.4,0.8
519,"S",33.3,35.1,-1.8,15.7,-1.4
519,"R",34,36.1,-2.2,16.2,-3.2
520,"H",34.9,35.9,-1,12.8,NA
520,"L",32.6,33.4,-0.8,13.5,NA
520,"I",35.3,37,-1.7,13.1,NA
520,"J",34.7,33,1.7,12.2,NA
520,"K",33.1,32,1,14.2,NA
520,"P",33.7,33.3,0.4,12.9,0.9
520,"M",31.2,33.4,-2.2,12.2,NA
520,"N",34.5,33.7,0.9,13.1,-1.2
520,"O",35.1,33.7,1.4,14.5,-2.7
520,"Q",33.8,32.6,1.3,12.9,0.8
520,"R",35.6,31.7,3.9,15.2,-2.2
520,"S",36.9,33.2,3.7,16.8,-5.5
521,"I",31.9,34.1,-2.3,15.4,NA
521,"H",34.9,37.6,-2.7,13.3,NA
521,"M",37.4,37.3,0.1,12.6,NA
521,"J",27.7,33,-5.3,15.9,NA
521,"K",31.9,39.4,-7.5,15.2,NA
521,"L",36.2,34,2.2,14.5,NA
521,"Q",36.4,31.2,5.2,13.8,0.4
521,"N",34.8,34.8,0,12.9,1.1
521,"O",39.2,32.4,6.7,13.9,-1.8
521,"P",35.1,30.7,4.4,15.7,-0.9
521,"R",37.7,35.1,2.5,12.2,1
521,"S",38.8,31.3,7.5,12.1,-1.6
522,"J",31.8,38.7,-6.9,14.5,NA
522,"H",34.5,33,1.5,16.9,NA
522,"I",33.5,35.4,-1.9,14.4,NA
522,"M",36.8,35,1.8,14.7,NA
522,"N",35.7,36.2,-0.5,14.3,2
522,"K",35.7,34.7,1,16.3,NA
522,"L",37.4,34.4,3.1,16.1,NA
522,"Q",36.3,33.3,3.1,12.4,2.1
522,"R",32.2,33,-0.8,13.5,3.9
522,"O",37.1,35.4,1.7,16.5,-2.1
522,"P",36.4,32.5,3.9,13.9,5.2
522,"S",30.7,32.8,-2.1,12.9,1.4
523,"K",33.3,37.5,-4.2,15.3,NA
523,"L",31.7,33.3,-1.7,16.2,NA
523,"H",32.7,35.5,-2.8,15.9,NA
523,"I",32,34.8,-2.8,15.9,NA
523,"J",31.9,37,-5.1,16.1,NA
523,"P",32.4,32.6,-0.2,12.2,2.5
523,"M",29.5,31.8,-2.3,15.8,NA
523,"N",35.2,31.7,3.5,14.4,1.1
523,"O",33.2,32.1,1.1,12.8,1.3
523,"Q",31.1,33.6,-2.5,13.5,2.4
523,"R",34.6,36.1,-1.5,12.4,3
523,"S",31.3,35,-3.7,12.8,-0.1
524,"M",32.4,33.1,-0.7,13.6,NA
524,"H",35.9,37.2,-1.3,15.1,NA
524,"I",35.2,33.5,1.7,17,NA
524,"J",34.8,34,0.8,13.6,NA
524,"K",33.7,36.1,-2.4,11.9,NA
524,"L",33.3,35.2,-1.9,14.3,NA
524,"Q",30.7,34.1,-3.4,14.9,-2.2
524,"N",34.9,36.5,-1.6,13.3,1.5
524,"O",34.8,34.5,0.3,14.2,-2.7
524,"P",30.9,36.1,-5.2,12.4,-1.4
524,"R",35.2,37.7,-2.5,15.4,-4
524,"S",32.3,35.8,-3.5,14.3,-1.1
525,"J",33.2,30.3,2.9,13.3,NA
525,"I",35.7,29.9,5.7,15.9,NA
525,"K",33.1,28.9,4.3,12.5,NA
526,"K",35.8,36.9,-1.1,15.3,NA
526,"H",33,35.6,-2.6,14.2,NA
526,"I",34.3,33,1.3,12.9,NA
526,"J",35.1,35.5,-0.4,14.9,NA
526,"N",34.3,35,-0.7,14.6,-1.5
526,"O",35.9,34.8,1.1,14.3,0.4
526,"L",38.4,36.4,2,15.3,NA
526,"M",36,33.7,2.3,15.6,NA
526,"R",33.9,29.7,4.2,12.1,1.5
526,"S",34.5,29.9,4.5,10,1.7
526,"P",33.1,32.9,0.2,11.9,5.5
526,"Q",33.6,30.7,2.8,12.2,1.1
527,"L",34.6,33,1.7,14.1,NA
527,"M",35.6,34.8,0.8,15.5,NA
527,"H",35.9,36.2,-0.4,13.3,NA
527,"I",36.5,33.4,3.1,13.3,NA
527,"J",37.8,33.2,4.6,12.9,NA
527,"K",35.3,31.5,3.8,13.2,NA
527,"Q",29.8,35.8,-6,14.6,-2.9
527,"N",37.2,34.3,2.9,13.4,-0.8
527,"O",36.3,31.5,4.7,12.7,-1
527,"P",32.5,32.9,-0.5,11.1,-0.6
527,"R",31.4,32.5,-1.1,11.4,0.1
527,"S",29.8,33.3,-3.6,11.2,-1.7
528,"N",34.6,35.9,-1.3,13.6,0
528,"H",35.4,33.5,1.9,13.4,NA
528,"I",35.1,33.2,1.9,12.1,NA
528,"J",35.4,34.8,0.7,12,NA
528,"K",34.3,32.2,2.1,13.4,NA
528,"L",32,31.9,0.1,14.2,NA
528,"M",32.4,34.1,-1.7,14.1,NA
528,"R",32.2,35,-2.9,12.4,1.7
528,"O",36.8,37.7,-1,13.5,1
528,"P",36,35.2,0.8,11.9,-0.7
528,"Q",34.7,34.4,0.3,13.6,-0.6
528,"S",33.4,34.4,-0.9,11.9,1.8
529,"O",33.7,32.1,1.6,14,-0.9
529,"H",31.3,33.1,-1.8,16.6,NA
529,"I",34.1,33,1.1,16.3,NA
529,"J",31.1,30.7,0.4,15,NA
529,"K",28.3,34.4,-6.1,16.5,NA
529,"L",32.2,36.7,-4.5,14.2,NA
529,"M",34.2,34.9,-0.7,15.1,NA
529,"N",35.9,34.4,1.5,13.1,-0.5
529,"P",33.3,35.9,-2.6,13.5,1.9
529,"Q",33.4,32.4,1,13.3,1.7
529,"R",34.2,34.6,-0.4,12.8,0.3
529,"S",35.4,35.6,-0.2,14.7,-0.6
530,"P",32.8,35.1,-2.3,12.2,0.8
530,"Q",32.9,37.2,-4.3,13.7,-0.8
530,"R",32.5,34.9,-2.4,12.1,2.8
530,"S",33.3,33.3,-0.1,12,0.9
530,"H",34.2,35,-0.7,14.2,NA
530,"I",33.8,34.9,-1.1,15.7,NA
530,"J",37.4,34.9,2.5,15.9,NA
530,"K",37.7,34.3,3.4,15.2,NA
530,"L",29.3,36.2,-6.9,11.1,NA
530,"M",33.7,34.3,-0.6,14.7,NA
530,"N",32.6,33,-0.4,14.5,0.5
530,"O",32.9,34.9,-2,12,0.2
531,"K",32.1,32.7,-0.6,16.1,NA
531,"H",32.9,34.3,-1.4,15.7,NA
531,"I",33,37.6,-4.6,15.3,NA
531,"J",31.6,35.9,-4.3,14.3,NA
531,"O",31.9,37.3,-5.4,13,-2.9
531,"L",26.2,32,-5.9,15.4,NA
531,"M",29.5,30.9,-1.4,13.1,NA
531,"N",32.6,33.2,-0.5,14.4,-4
531,"S",39.6,36.8,2.8,13,-1.1
531,"P",34.3,36.4,-2.1,12.3,-1.3
531,"Q",32.3,37.5,-5.2,12.3,-0.6
531,"R",35.8,33.2,2.6,14.1,-2.1
532,"R",34.2,32.6,1.6,12.9,-1
532,"S",34.2,36.4,-2.2,12.4,0.2
533,"S",35.6,31.8,3.8,10.7,-1.6
533,"H",32.1,30.8,1.3,16,NA
533,"I",34.6,29.9,4.6,16.7,NA
533,"J",31.8,31.2,0.6,15.8,NA
533,"K",32.3,29.3,3,14.7,NA
533,"L",30.7,25.7,5,14.7,NA
533,"M",32.2,33.7,-1.6,16.2,NA
533,"N",37.5,39.7,-2.2,14.2,-2.5
533,"O",33.8,34.6,-0.8,11.6,1.4
533,"P",34.1,33.7,0.4,11.4,0.6
533,"Q",35.5,28.8,6.7,11.8,-1.4
533,"R",36.2,30.3,5.8,9.5,-0.3
534,"S",37,34,3,12.6,0.7
534,"K",33.9,31.7,2.3,16.3,NA
534,"H",36.2,35.7,0.5,14.5,NA
534,"I",35.8,32.7,3.1,15,NA
534,"J",37.5,35.1,2.4,15.8,NA
534,"O",35.5,34.1,1.4,14.1,1.1
534,"L",38.3,31.6,6.6,19.1,NA
534,"M",38.4,37.2,1.2,16.8,NA
534,"N",37,31.5,5.5,14.2,0.7
534,"P",35.5,32,3.5,15.3,-0.1
534,"Q",40.3,33.4,6.9,14.9,-3.3
534,"R",35.5,31.8,3.7,15.4,-4
535,"I",29.6,30.4,-0.9,10.3,NA
535,"H",28.3,30.3,-2,10.6,NA
535,"M",29.7,30.8,-1.1,10.3,NA
535,"J",26.1,31.2,-5.1,10.1,NA
535,"K",25.9,33.3,-7.4,8.9,NA
535,"L",29.8,31,-1.2,9.4,NA
535,"Q",35.5,31.5,4,13.2,1
535,"N",34.2,30.9,3.3,12.4,0.9
535,"O",32.8,29.2,3.7,12.4,1.3
535,"P",34.9,31.5,3.4,11.1,1.6
535,"R",36.6,29,7.7,13.4,-2.1
535,"S",34.6,34.1,0.5,10,1.8
536,"J",33.9,34.7,-0.8,14.6,NA
536,"H",35.3,30.6,4.7,13.9,NA
536,"I",33.9,28.5,5.4,13.8,NA
536,"N",36.6,32.4,4.2,11.4,2.5
536,"K",35.1,33.5,1.6,14.3,NA
536,"L",37.5,31.1,6.4,13.5,NA
536,"M",39,34.2,4.8,14.3,NA
536,"R",38.3,35,3.3,12.2,2
536,"O",37.4,32.3,5.1,11.5,4
536,"P",38.7,35.4,3.4,11,3.4
536,"Q",38.5,34.7,3.8,13.5,2.3
536,"S",41.2,35.8,5.4,11.4,1.4
539,"K",32.5,31,1.5,12.4,NA
539,"H",35.6,34.2,1.4,14.2,NA
539,"I",35.1,33,2.1,14.1,NA
539,"J",34.9,34.8,0.1,14.9,NA
539,"N",33.7,31.4,2.3,12,0.5
539,"O",35.8,31.9,3.9,12,0.9
539,"L",30.8,33.5,-2.6,11.7,NA
539,"M",36.1,32.7,3.3,13.4,NA
539,"R",37.2,34,3.2,12.5,-1.5
539,"S",35.9,34.8,1.1,10.2,0.3
539,"P",35.1,32.4,2.7,13.7,-0.9
539,"Q",34.8,30.5,4.3,12.1,0.8
538,"L",35.2,36.4,-1.2,12.9,NA
538,"M",33.2,35.8,-2.6,13.4,NA
538,"H",35.1,36.4,-1.4,16,NA
538,"I",33.7,38,-4.3,15.2,NA
538,"J",32.6,35.7,-3,16.6,NA
538,"K",34.9,33.3,1.6,15.1,NA
538,"Q",34.5,29.1,5.5,10.6,0.7
538,"N",33.2,37.9,-4.8,11.7,1.3
538,"O",35.5,33.9,1.5,13.5,-1.1
538,"P",34,34,0,11.9,1.6
538,"R",31.6,30.4,1.2,9.5,2.5
538,"S",32.5,33.4,-0.9,9.1,2.1
540,"O",32.6,31.8,0.8,14.3,4.1
540,"P",33,33.1,-0.1,14.4,0.3
540,"Q",35.3,34.1,1.2,14.2,-1.8
540,"H",27.7,37.7,-10,15.9,NA
540,"I",37.1,40.8,-3.7,17,NA
540,"J",36.4,34.5,1.9,18.8,NA
540,"K",39.2,35.9,3.4,18.2,NA
540,"L",35.8,38.1,-2.3,17.8,NA
540,"M",36.7,35.2,1.5,16.7,NA
540,"N",36.8,34.9,1.9,16.6,0.2
540,"R",33.9,35.9,-2,13.8,0.4
540,"S",32.8,35.1,-2.3,13.3,-2.6
541,"R",34.2,32.7,1.5,13.5,-0.3
541,"H",36.8,38.1,-1.3,14.3,NA
541,"I",37.1,38.1,-1,14.9,NA
541,"J",36.1,39.8,-3.7,13.5,NA
541,"K",32.8,35.4,-2.7,13.6,NA
541,"L",37.1,35.5,1.6,16.5,NA
541,"M",34.8,37.2,-2.4,16.3,NA
541,"N",37.7,37.7,0,16.4,-3.2
541,"O",37.5,36,1.5,14.7,-1.6
541,"P",35.4,36.4,-1,13.8,-0.2
541,"Q",34.8,37,-2.2,14.7,-2.2
541,"S",33.3,36.2,-2.8,11.6,2.2
542,"Q",37.6,41.5,-3.9,15.3,0.6
542,"P",33.3,37.1,-3.9,16.1,0.5
542,"R",38.7,41.2,-2.5,14.4,0.5
542,"S",33.9,40.8,-6.9,14.5,0.5
543,"J",29.4,36.1,-6.6,16.8,NA
543,"H",30.5,34.9,-4.5,15.5,NA
543,"I",30.4,30.6,-0.2,15,NA
543,"N",29.8,38.9,-9.1,13.7,2.2
543,"K",32.3,36.3,-4,17.7,NA
543,"L",30.1,36.2,-6.1,15.4,NA
543,"M",30.8,36.5,-5.8,15.5,NA
543,"O",30.1,38.6,-8.4,15.2,1
543,"P",29.7,38.7,-9,18.3,NA
543,"P",29.7,38.7,-9,18.3,-3.6
544,"R",34.6,40.7,-6.2,12.6,1
544,"S",34.5,39.6,-5,14,-0.9
544,"H",33.5,29,4.4,15.4,NA
544,"I",34.9,31.2,3.6,15.1,NA
544,"J",33.1,31,2.1,14.5,NA
544,"K",34.3,31.5,2.8,12.8,NA
544,"L",34.9,32.7,2.2,14.2,NA
544,"M",35,33,2.1,14.6,NA
544,"N",32.3,33.1,-0.8,14.3,-1.1
544,"O",32.5,34.1,-1.7,13.4,1
544,"P",36.2,34.7,1.5,14.4,1.6
544,"Q",33.6,36.3,-2.7,14.6,2.4
545,"H",32.6,33.1,-0.5,14.6,NA
545,"L",35.6,35,0.7,15.7,NA
545,"I",32.1,34.9,-2.9,15.5,NA
545,"J",32.5,33.1,-0.6,15.8,NA
545,"K",34.5,36.3,-1.9,13.9,NA
545,"P",36.8,33,3.8,14.2,1.2
545,"M",37.3,37.5,-0.2,14.8,NA
545,"N",37.9,34.8,3.1,13.7,-2
545,"O",36.7,35.7,0.9,14.8,0.9
545,"Q",35.6,34.3,1.3,13.4,2.7
545,"R",39.4,35.4,4,12.3,1.5
545,"S",37.4,34.7,2.7,10.8,1.9
546,"I",40.9,36.1,4.8,15.3,NA
546,"H",37.9,36.9,1,13.7,NA
546,"L",35.8,33.6,2.2,12.7,NA
546,"M",36.1,36.8,-0.8,14.3,NA
546,"J",38.7,37.3,1.4,13.2,NA
546,"K",38.2,33.7,4.4,12.7,NA
546,"P",35.2,34.7,0.6,14.9,-3.2
546,"Q",35.8,36.8,-1,14,0.4
546,"N",35.3,38.1,-2.8,13.1,2.2
546,"O",39.6,37,2.5,13.4,-1
546,"R",37.6,33.3,4.3,15.4,-1.2
546,"S",38.3,35,3.3,14.7,-2.5
547,"J",41.6,30.4,11.3,17.1,NA
547,"K",37.8,35.7,2.1,14.3,NA
547,"H",36.7,31.9,4.8,16.7,NA
547,"I",35.6,30.9,4.7,16,NA
547,"O",37.5,36.4,1.1,16.3,-1.6
547,"L",36.8,33.2,3.7,16.1,NA
547,"M",39.7,34,5.7,17.5,NA
547,"N",39.4,36.1,3.3,15.6,-1.1
547,"S",37.2,35.3,1.9,13.4,0.5
547,"P",38.5,35.3,3.2,15.1,-2.1
547,"Q",39.2,36.3,2.9,13.8,-0.5
547,"R",37.9,33.4,4.5,14,-0.5
548,"L",32.4,36.6,-4.2,14.1,NA
548,"H",32.6,32.7,-0.1,17.4,NA
548,"I",31.2,35.1,-3.9,13.8,NA
548,"J",31.2,36.1,-4.9,13.7,NA
548,"K",32.5,36.6,-4.1,13.6,NA
548,"P",35.5,41.8,-6.2,17.2,-3.3
548,"M",34.8,38.5,-3.8,16.2,NA
548,"N",38.1,36.8,1.3,15.2,2.8
548,"O",36.5,35.4,1.1,16,-0.1
548,"Q",35.4,38.2,-2.8,16.9,-2.6
548,"R",33.2,36.3,-3.1,14.9,1.8
548,"S",31.3,40.2,-8.8,12.2,3.8
549,"M",36.5,33.4,3.2,13.7,NA
549,"H",35.5,35.3,0.3,10.6,NA
549,"I",37.3,33.6,3.7,12.1,NA
549,"J",41.4,36.4,5,13.5,NA
549,"K",37.1,38.5,-1.4,11.7,NA
549,"L",33.5,33.2,0.3,12.6,NA
549,"O",39.6,32.8,6.8,13.1,-1.3
549,"P",35.6,31,4.7,11.6,2.8
549,"Q",36.2,36,0.2,10.6,3.5
549,"N",37.7,34,3.7,13.6,-0.9
549,"S",36.3,31.8,4.5,11.2,3.1
549,"R",40,33.5,6.5,12.8,0.4
550,"O",32,33.1,-1.1,10.7,1.3
550,"P",35,32.3,2.7,12.7,-2.1
550,"N",33.3,31.4,1.9,12.7,-0.3
550,"H",33.9,37.2,-3.4,15.3,NA
550,"I",34,38.1,-4.1,17,NA
550,"J",37.8,37.1,0.6,17.6,NA
550,"K",35,37,-2,14.8,NA
550,"L",30.1,32.7,-2.6,14.7,NA
550,"M",29,36.8,-7.9,12.4,NA
550,"Q",32.5,34.2,-1.6,14.7,-2
550,"R",30.4,32.4,-2,15.5,-3.1
550,"S",33.1,36.6,-3.5,12.5,-2
551,"Q",32.8,32.1,0.8,12.1,2.5
551,"H",35.9,33.7,2.2,13.5,NA
551,"I",37.5,33.6,3.9,19.2,NA
551,"J",37.2,35.2,2,17.5,NA
551,"K",37,35.9,1.1,15.6,NA
551,"L",35,33.5,1.5,13.9,NA
551,"M",38.6,36.2,2.5,14.9,NA
551,"N",36.9,35.3,1.6,14.4,2.9
551,"O",36.7,34.9,1.8,14.8,2.6
551,"P",34.7,32.9,1.8,13.3,2
551,"R",33.4,33.2,0.1,11.5,1.3
551,"S",36,33.3,2.7,11.1,-0.1
552,"R",31.3,32.8,-1.5,14.1,0.2
552,"H",31.4,34.8,-3.4,17.2,NA
552,"I",35.9,36.5,-0.6,18.4,NA
552,"J",33.5,33.9,-0.4,16.5,NA
552,"K",35.5,37.6,-2.1,16.1,NA
552,"L",33.1,36.6,-3.5,13.5,NA
552,"M",35,31.5,3.5,14.2,NA
552,"N",34.4,33.8,0.6,12.5,3.5
552,"O",29.5,33.9,-4.4,12.3,3.6
