"id","season","RPG","OPP_RPG","REB.MAR","TOPG","TO.MAR"
811,"R",34.2,38.8,-4.6,14.1,1
811,"S",38,35.1,2.9,13.9,0.4
812,"R",29.6,34.7,-5.1,16.3,-1.5
812,"M",32.2,35.3,-3.1,15.5,NA
812,"N",34.1,34.4,-0.3,15.3,-2
812,"O",33.5,31.8,1.7,16.2,-1.9
812,"P",30.5,31.5,-0.9,14.2,-1.4
812,"Q",31.1,35.1,-4.1,13,-2
812,"J",34.1,33.5,0.7,16.5,NA
812,"K",35,37.7,-2.7,16.3,NA
812,"H",37.6,36.7,0.9,17,NA
812,"I",36.5,37.4,-0.9,18.2,NA
812,"L",35.3,36.5,-1.2,14.3,NA
812,"S",34.9,35,0,13.3,-2.3
813,"S",33.9,36.7,-2.8,15,0.4
813,"H",35,34,1,16.2,NA
813,"I",34.4,35.3,-0.9,14.2,NA
813,"R",33.2,37.2,-3.9,14.7,-0.6
813,"J",35.7,36,-0.2,13.2,NA
813,"K",32.9,34.5,-1.6,13.7,NA
813,"L",31,33.6,-2.6,12.7,NA
813,"M",34.4,35.6,-1.2,9.5,NA
813,"N",32.7,35.8,-3.2,9.8,2
813,"O",30.6,40.2,-9.6,11.4,1.3
813,"P",32.5,37.6,-5.1,13.2,-0.5
813,"Q",34.8,37.7,-2.8,14.6,-1.6
814,"N",35,38.1,-3.1,16.4,-1.6
814,"O",39.6,38.4,1.3,16.8,-2.5
814,"H",35.7,36.6,-0.9,16.4,NA
814,"I",33.3,37.8,-4.5,15.4,NA
814,"J",36,37.4,-1.4,16,NA
814,"K",36.5,35.4,1.1,16.8,NA
814,"L",36.2,37.1,-0.9,16.6,NA
814,"M",36.7,35.2,1.5,13.3,NA
814,"R",36.3,34.5,1.8,14.5,0
814,"S",37.6,34.6,3,13.7,-1.7
814,"P",35.9,36.2,-0.3,15,2.5
814,"Q",34.6,33.3,1.3,13.4,2.4
815,"O",36.1,35.2,1,14.3,-0.4
815,"P",34.1,36.6,-2.5,15.3,-1
815,"H",34.1,37.3,-3.2,16.3,NA
815,"I",34.8,36.9,-2.1,16.9,NA
815,"J",36.2,39.6,-3.4,17.5,NA
815,"K",33.2,35.5,-2.3,16.4,NA
815,"L",35.7,36.6,-0.8,15.5,NA
815,"M",34.1,33.7,0.4,14.1,NA
815,"N",35.5,37.8,-2.3,15.2,-2.6
815,"R",36.2,37.2,-0.9,12.7,1.3
815,"S",36.6,35.1,1.6,14,-2.1
815,"Q",35.8,36.8,-1,15.2,0.9
816,"R",34.1,35.5,-1.5,14.3,-2.3
816,"P",33.3,35.1,-1.9,13.7,-1.6
816,"Q",36.7,36.3,0.5,13.8,-2.7
816,"H",33.1,35,-1.9,11.5,NA
816,"I",32.5,34.5,-2,13.5,NA
816,"J",34.6,33.5,1.1,11.7,NA
816,"K",36.2,34.1,2.1,12.5,NA
816,"L",35.4,33.3,2.1,15.5,NA
816,"M",35.4,32.2,3.1,15.3,NA
816,"N",32.8,40,-7.1,14.1,0.2
816,"O",36.6,37.9,-1.3,15.9,-3.4
816,"S",35.9,37.6,-1.8,11.5,-0.2
817,"S",40.2,36.5,3.7,11.1,-0.8
817,"K",36,33.7,2.3,14.8,NA
817,"H",32.9,34.4,-1.5,14.6,NA
817,"I",33.4,35.4,-2,15,NA
817,"J",36.7,36.2,0.5,14.6,NA
817,"O",34,34.5,-0.5,11.7,4
817,"L",34.6,35.2,-0.5,11.3,NA
817,"M",34.8,36.4,-1.6,10.6,NA
817,"N",33.2,36,-2.8,11.9,4
817,"P",35.2,33.5,1.7,12.7,3.6
817,"Q",37.7,34.8,2.9,13.3,2.1
817,"R",40.1,33.5,6.6,14,-0.9
818,"S",37,36.9,0.1,14,-2.8
818,"H",38.6,38.1,0.5,14.9,NA
818,"I",36.4,37,-0.6,15.3,NA
818,"J",35.4,35,0.4,16.5,NA
818,"M",33.7,33.2,0.5,14.7,NA
818,"K",31.5,36.2,-4.7,14.2,NA
818,"O",34.9,31.4,3.5,14.5,-1.8
818,"R",35.3,35.3,0,13.3,-1.3
818,"P",34,32.8,1.2,11.4,0.6
818,"N",35.8,30.3,5.5,14,-1.1
818,"Q",27.1,36.3,-9.2,10.7,4.4
818,"L",34,34.4,-0.4,14.7,NA
821,"H",33.6,30.2,3.3,12.9,NA
821,"S",35.4,31.7,3.7,11.7,0.9
821,"K",33.2,28.6,4.6,16,NA
821,"L",29.9,26.8,3.1,14.6,NA
821,"I",34.8,27.2,7.6,14.2,NA
821,"J",34.1,23.3,10.7,14.2,NA
821,"O",33.9,35,-1,13.6,-2.3
821,"P",35.7,36.5,-0.8,13.7,-3
821,"M",32.2,29,3.1,12.8,NA
821,"N",35.1,30.2,4.9,13.6,-3.2
821,"Q",28.9,34.3,-5.4,14,-3.2
821,"R",34.3,34.1,0.2,12.9,-2
822,"I",33,26.3,6.8,12.8,NA
822,"J",34.3,27.4,6.9,12.4,NA
822,"H",35.1,28,7,12.3,NA
822,"M",32.5,28.7,3.7,14,NA
822,"N",34.6,27.6,7,11.3,-0.7
822,"K",33.7,31.4,2.3,12.9,NA
822,"L",32.8,31.1,1.7,14,NA
822,"Q",32.9,32.5,0.4,12,-1.4
822,"R",37.5,28.4,9.1,13.2,-3.7
822,"O",35.5,29.1,6.4,10.3,0.9
822,"P",37.5,29.5,8,11.8,0.3
822,"S",36.4,30.6,5.8,11,-3.2
823,"Q",39.2,35,4.2,12.7,-0.6
823,"R",33,34.1,-1.2,12.2,0
823,"O",33.1,33.4,-0.2,13.4,-0.3
823,"P",39.7,33.5,6.3,13.8,-1.5
823,"S",34.1,32.7,1.4,11.3,-0.6
824,"R",31.4,33.2,-1.8,12.4,NA
824,"S",36.2,34.8,1.5,13.4,-1.8
824,"H",34.2,34.2,0,17.6,NA
824,"I",34.7,34.6,0.2,13.9,NA
824,"J",34.6,32.5,2,12.2,NA
824,"K",36.4,31.2,5.2,13.1,NA
824,"L",38.7,38.1,0.6,16,NA
824,"M",36.8,37.8,-1,13.4,NA
824,"N",38.3,37.1,1.2,12.8,2.1
824,"O",36.3,35.6,0.8,13.2,2.8
824,"P",33.8,36.2,-2.4,12.5,2.2
824,"Q",31.7,32.3,-0.6,13.5,-1.3
825,"H",38.1,37.7,0.4,14,NA
825,"I",37.7,32.9,4.8,16.4,NA
825,"J",34.6,35.8,-1.2,12.8,NA
825,"K",31.9,33.7,-1.8,12.5,NA
825,"L",33.3,31.5,1.9,11.4,NA
825,"M",36.2,34.1,2.1,13.3,NA
825,"N",34,34.5,-0.6,12.7,1.9
825,"O",37.2,34.5,2.7,12.3,2.1
825,"P",32,35.7,-3.7,11.6,3.3
825,"Q",33.8,35.2,-1.4,11.4,6.3
825,"R",34.8,34.8,0.1,11.8,8
825,"S",37.5,37.2,0.3,12.5,6.2
826,"H",35.7,32,3.7,15.1,NA
826,"I",38.4,35.4,3,16.2,NA
826,"J",34.7,32.5,2.3,15.3,NA
826,"K",37.4,33.2,4.2,14.5,NA
826,"L",32.4,31.7,0.6,16,NA
826,"M",33.9,33.7,0.2,13.1,NA
826,"N",31.3,33,-1.7,15,0
826,"O",32.4,33.7,-1.3,13.7,-0.3
826,"P",34.8,33.9,0.9,13.8,0.9
826,"Q",33,31.6,1.5,14.2,-2.6
826,"R",32.9,28.5,4.4,14.5,-1.7
826,"S",36.1,31.8,4.3,15.2,-4.2
827,"H",33.2,35.9,-2.7,16,NA
827,"I",35.6,34.1,1.6,12.8,NA
827,"J",33.4,33,0.5,14.5,NA
827,"K",31.4,32.7,-1.2,12.9,NA
827,"L",33.5,35.8,-2.2,12.5,NA
827,"M",35.3,36.2,-0.8,14.5,NA
827,"N",36.9,32.2,4.7,15,-2.5
827,"O",36.4,35.7,0.7,13.7,-0.1
827,"P",36.9,34.7,2.2,13.2,-0.9
827,"Q",34.5,33.1,1.4,13.3,-0.6
827,"R",33,34,-0.9,12.1,-0.6
827,"S",34.5,36.1,-1.6,13.4,-2.7
828,"H",39.4,31.4,8,14.4,NA
828,"I",36.6,33.6,3,12.6,NA
828,"J",37.9,32.2,5.7,11.8,NA
828,"K",36.8,33.4,3.4,15.5,NA
828,"L",40.8,31.1,9.8,15.9,NA
828,"M",36.7,34.5,2.1,15,NA
828,"N",35.4,35.2,0.2,14.6,1.5
828,"O",37.1,34,3.1,14.1,-0.4
828,"P",38.4,31.8,6.6,13.4,-1.5
828,"Q",35.3,31.9,3.4,12.1,0.5
828,"R",34.3,29.9,4.4,12.7,0.1
828,"S",34.8,29.6,5.2,11.9,0.8
829,"H",38.4,34.3,4,16.1,NA
829,"I",35.9,33.8,2.2,16.3,NA
829,"J",36.9,32.8,4.1,12.6,NA
829,"K",36.2,34.8,1.4,11.3,NA
829,"L",36.4,31.5,4.9,13.8,NA
829,"M",36.1,33.4,2.7,14.2,NA
829,"N",37.4,33.3,4.1,13.4,2.1
829,"O",39.1,33.9,5.2,13.8,1.4
829,"P",37.1,32.5,4.6,12,0.2
829,"Q",39.1,34.9,4.2,14,-2.2
829,"R",36.3,33.2,3,15.7,-0.5
829,"S",37.1,33.3,3.8,11.8,2.1
830,"H",38,35.3,2.7,16.3,NA
830,"I",34.7,39.5,-4.8,14.1,NA
830,"J",35.7,37.7,-2,13.7,NA
830,"K",37.3,32.8,4.5,14.4,NA
830,"L",39.3,34.7,4.6,13.9,NA
830,"M",39.6,34.2,5.4,14.1,NA
830,"N",36.8,35.4,1.4,14.8,-0.8
830,"O",34,33.5,0.5,10.7,1.2
830,"P",31.4,33.7,-2.3,10.9,1.3
830,"Q",32.5,29.3,3.2,11.4,1.5
830,"R",32.2,30.3,1.9,10.8,1.8
830,"S",35.9,29.3,6.5,10.2,1.4
831,"H",36.8,35.6,1.2,14.7,NA
831,"I",34.7,35.7,-1,13.3,NA
831,"J",33.4,36.8,-3.3,13.6,NA
831,"K",31.7,34.7,-3,11.2,NA
831,"L",33.8,33.9,-0.1,11,NA
831,"M",37.7,33,4.7,15,NA
831,"N",37.1,34.1,3,13.7,-0.9
831,"O",37.6,36.6,1,12.5,3.4
831,"P",34.6,32.8,1.8,12.5,2
831,"Q",33.7,34.1,-0.4,11.8,0.7
831,"R",35.8,37.3,-1.5,12,-1.4
831,"S",36.7,34.2,2.5,12.6,-4.3
832,"H",35.6,37.7,-2.1,15.1,NA
832,"I",32.5,36.2,-3.7,18.1,NA
832,"J",33.9,36,-2,17.2,NA
832,"K",37.4,37,0.4,18.2,NA
832,"L",38.2,48.5,-10.2,16.6,NA
832,"M",38.5,43.2,-4.7,16,NA
832,"N",33.4,45.6,-12.2,14,9.5
832,"O",37.1,49.3,-12.2,14.7,3.5
832,"P",37.5,41.9,-4.4,13.3,3.2
832,"Q",32.7,39.5,-6.8,13.3,3
832,"R",38.2,40.7,-2.5,13.2,1.3
832,"S",42.2,43.1,-0.9,10.6,2.5
838,"H",34.4,32.3,2.1,14.9,NA
838,"I",41,34.8,6.2,16,NA
838,"J",36.6,31.5,5.1,14.3,NA
838,"K",38.5,33.7,4.8,14.5,NA
838,"L",35.8,36.3,-0.4,14.6,NA
838,"M",40.8,35.8,5,15.7,NA
838,"N",33.3,34.3,-1,15,0
838,"O",32.3,37.1,-4.8,16.3,-2.5
838,"P",29.5,35.7,-6.2,15.3,-0.1
838,"Q",34.6,34,0.6,13.3,3.9
838,"R",37.2,33.6,3.6,15.2,0.1
838,"S",39.4,37,2.4,12.7,0.4
839,"H",41.7,31.8,9.9,15.1,NA
839,"I",37.5,34.4,3.1,15,NA
839,"J",39.7,32.6,7.1,14.5,NA
839,"K",39.5,33,6.5,16.2,NA
839,"L",35.3,35.1,0.2,16.2,NA
839,"M",36.8,37.4,-0.6,14.4,NA
839,"N",41,34.9,6,15.8,0.2
839,"O",41.8,37.3,4.5,15.2,-1
839,"P",32.5,37.8,-5.3,15.4,-3.1
839,"Q",32.1,36.3,-4.2,12.7,-0.6
839,"R",32.5,34.9,-2.4,14.4,-0.1
839,"S",34.6,36,-1.3,12.4,-1.1
840,"H",34.4,37.4,-3,15.7,NA
840,"I",35.4,35.7,-0.3,15.2,NA
840,"J",37.7,33.1,4.6,14.5,NA
840,"K",37.9,30.8,7.1,15,NA
840,"L",38.3,29.3,9,15.6,NA
840,"M",38.2,32,6.2,13.9,NA
840,"N",41,32.5,8.4,14.9,0.1
840,"O",38.4,34.1,4.3,12.8,3.3
840,"P",39.3,34.7,4.6,12.4,2.6
840,"Q",39.9,35,4.9,13.2,0.6
840,"R",36.5,32.1,4.4,13.3,-1
840,"S",34.5,33,1.5,11.4,-0.2
841,"H",35.5,38.2,-2.7,16.1,NA
841,"I",29.1,31.3,-2.2,12.1,NA
841,"J",31,35,-4,13.9,NA
841,"K",31.2,33.3,-2.1,14,NA
841,"L",30.3,32.7,-2.3,10.3,NA
841,"M",29.2,29.1,0.1,10.3,NA
841,"N",32.6,29.6,2.9,11.3,-0.8
841,"O",34.6,32.6,2,13.9,0
841,"P",34.4,36,-1.6,12.9,2
841,"Q",33,31.3,1.7,13.5,-1.4
841,"R",33.3,31.4,2,12,0.2
841,"S",32.8,33.6,-0.8,11.5,-0.4
833,"H",34.8,35.5,-0.7,16.2,NA
833,"I",34.9,34.9,0.1,18.3,NA
833,"J",38.3,39.9,-1.6,17.8,NA
833,"K",32.7,33,-0.4,14.7,NA
833,"L",34.2,35.9,-1.7,13.7,NA
833,"M",34.9,34.4,0.5,14.7,NA
833,"N",36.2,34.3,1.9,14.3,2.7
833,"O",35.2,34.6,0.6,14,3.2
833,"P",36,35.7,0.4,13.7,2.1
833,"Q",35.4,35.4,0,13.1,2.1
833,"R",34.6,35.2,-0.6,13,1.1
833,"S",36.1,34.5,1.6,12.2,1.6
842,"H",33.4,31.7,1.7,12.7,NA
842,"I",32.8,30.2,2.6,13.4,NA
842,"J",34.7,30.2,4.5,13.6,NA
842,"K",32.6,31.1,1.5,14.5,NA
842,"L",33.1,31.8,1.2,16.1,NA
842,"M",32.1,29.2,2.9,15.7,NA
842,"N",32.1,32,0.2,14.3,-0.5
842,"O",36.1,33.2,2.9,12.1,1.5
842,"P",33.5,32.5,1,12.7,-0.9
842,"Q",34.2,33.3,0.9,10.6,1.5
842,"R",36.1,29.6,6.5,12.6,-1.2
842,"S",34.6,31,3.6,12.6,-3.2
843,"H",30.2,38.1,-7.9,13.2,NA
843,"I",31.5,37.4,-5.9,13.1,NA
843,"J",30.7,34.2,-3.5,11.4,NA
843,"K",28,37.7,-9.7,8.5,NA
843,"L",30.2,33.9,-3.7,11.3,NA
843,"M",35.9,33.9,1.9,11.1,NA
843,"N",38.3,32.5,5.9,12,3.6
843,"O",38.3,31.5,6.8,11.7,1.8
843,"P",37.4,33.9,3.5,12.1,0
843,"Q",38.2,31.6,6.5,12.8,0.7
843,"R",35,33.8,1.2,13,1.3
843,"S",35.8,36.3,-0.5,9.7,3.2
846,"H",35.3,31.3,4,15.8,NA
846,"I",37.6,31.8,5.8,15,NA
846,"J",36.4,29.7,6.7,13.9,NA
846,"K",37.4,31.7,5.7,12.9,NA
846,"L",33.4,31.1,2.3,12,NA
846,"M",36.4,30.2,6.2,14.2,NA
846,"N",34.2,28.8,5.3,14.1,-0.8
846,"O",34.5,29.6,4.9,13.1,1
846,"P",37.5,29.3,8.2,12.3,-0.3
846,"Q",38,31.5,6.5,12.2,0.6
846,"R",38.4,30,8.4,12.8,0.4
846,"S",38.6,30.8,7.8,10.4,1.9
844,"O",32.4,33.5,-1.1,12.6,1.2
844,"M",32.9,33.7,-0.8,13.5,NA
844,"N",32.3,33.7,-1.3,12.6,2.3
844,"S",37,33.6,3.4,12.4,1.4
844,"P",34.4,32.7,1.7,13.2,1.5
844,"Q",35.3,34.1,1.2,14.1,-1.1
844,"H",37.4,32.5,4.9,14.9,NA
844,"I",32.9,34.6,-1.8,13.7,NA
844,"J",31.3,34.7,-3.4,13.2,NA
844,"K",33.7,33.1,0.6,13,NA
844,"L",33,33.1,-0.2,11.7,NA
844,"R",35,30.2,4.8,13.5,-1.6
847,"H",35.5,34.3,1.2,12.5,NA
847,"I",36.9,34.4,2.5,15.7,NA
847,"J",35.1,34.3,0.8,17.2,NA
847,"K",33.8,33.2,0.6,15.8,NA
847,"L",32.1,32.1,0,14.1,NA
847,"M",31.7,34.3,-2.7,13.3,NA
847,"N",34.1,33.8,0.3,14.2,-1.3
847,"O",34.4,34.9,-0.5,10.6,-0.1
847,"P",31.9,33.4,-1.5,13.2,-3.3
847,"Q",30.9,34.8,-3.8,12.8,-3.1
847,"R",33.3,33.1,0.2,13,-2.4
847,"S",31.1,33.8,-2.8,10.3,0
834,"H",32.6,34.7,-2.1,15.6,NA
834,"I",29.6,36,-6.4,17.6,NA
834,"J",32.5,32,0.5,15.8,NA
834,"K",34.8,35.2,-0.4,15,NA
834,"L",31.9,34.6,-2.6,14.7,NA
834,"M",34,34.4,-0.5,13.9,NA
834,"N",27.4,30.5,-3.1,12.7,-0.6
834,"O",32.3,34.4,-2.2,12.8,-0.2
834,"P",29.8,34.3,-4.6,13.4,-1.4
834,"Q",29.1,30.8,-1.7,11.4,1.8
834,"R",30.5,29.1,1.4,11.4,0.5
834,"S",30.5,31,-0.5,13.3,-1.1
845,"K",38.6,32.1,6.6,13.7,NA
845,"H",34.3,34,0.3,14.9,NA
845,"J",36.8,34.9,1.8,13.8,NA
845,"O",36.5,33,3.5,13.7,-2.1
845,"L",34.5,35.8,-1.3,13.3,NA
845,"M",36,35.8,0.2,12.8,NA
845,"N",38.5,36.7,1.8,13,-1.2
845,"I",35.4,33,2.4,15.4,NA
845,"S",33.7,35.1,-1.5,13.4,-0.7
845,"P",34.1,33.3,0.8,13.8,-1.1
845,"Q",34.7,33.8,0.9,13.7,-0.2
845,"R",33.3,37.9,-4.7,14.2,-2.2
848,"H",37.1,35.5,1.6,14.5,NA
848,"I",34,31.6,2.4,14.3,NA
848,"J",34.9,31.6,3.4,14.1,NA
848,"K",36.4,30.9,5.5,14.1,NA
848,"L",37.4,30.7,6.8,13,NA
848,"M",35.6,31.9,3.6,13.1,NA
848,"N",34.4,35.8,-1.4,13.4,NA
848,"O",38.8,37.2,1.7,12.3,3.2
848,"P",37.4,36.8,0.5,13.1,1.1
848,"Q",33.8,32.8,0.9,12.3,1.7
848,"R",32.5,32.8,-0.2,13,-1.4
848,"S",32.5,34.2,-1.7,12.5,1.7
849,"H",32.9,29.9,3,10.5,NA
849,"I",33,29.9,3,9.9,NA
849,"J",35.1,31.2,3.9,11.5,NA
849,"K",36.6,34.5,2.1,11.6,NA
849,"L",35.1,30.2,4.9,11.4,NA
849,"M",35.9,30.2,5.7,12.1,NA
849,"N",31.1,28.1,3,10.1,1.3
849,"O",32.4,30.2,2.2,8.9,3.3
849,"P",32.1,28.3,3.8,7.4,2.3
849,"Q",33.9,31.2,2.6,9,1.9
849,"R",36.7,32.9,3.7,9.7,1.5
849,"S",33.1,32,1.1,8.2,1.9
835,"H",36,32.8,3.1,15.1,NA
835,"I",38.8,31.6,7.2,15.3,NA
835,"J",35.1,34.4,0.7,13.3,NA
835,"K",37.5,32.4,5.1,17.2,NA
835,"L",33.2,31.8,1.4,15,NA
835,"M",35,31.7,3.3,14.2,NA
835,"N",37,32.2,4.8,13.3,0.1
835,"O",35.1,32.6,2.4,13,0.9
835,"P",37.1,36.8,0.3,14.8,-0.8
835,"Q",36.4,36.1,0.3,15.3,-0.7
835,"R",36.2,33,3.2,15.1,-1.1
835,"S",36.9,33.2,3.7,13.5,-0.5
836,"H",34.9,32.7,2.2,13.6,NA
836,"I",38,32.1,6,13.3,NA
836,"J",39.2,33.3,5.9,13.5,NA
836,"K",34.7,33.8,0.9,14.5,NA
836,"L",34.4,32,2.4,15.4,NA
836,"M",35.6,30.7,4.9,14.6,NA
836,"N",34.2,35.1,-0.9,13.3,-1.2
836,"O",36.8,33.3,3.5,13.6,-0.4
836,"P",37.6,33.6,4,13.5,-0.8
836,"Q",37.5,32.7,4.8,14.6,-3.9
836,"R",36.9,31,5.9,14.3,-1.8
836,"S",34.6,32.6,2,14.4,-1.4
850,"H",34.4,36.8,-2.3,14.6,NA
850,"I",34.7,38.1,-3.3,18.2,NA
850,"J",33.6,36.5,-2.9,14.2,NA
850,"K",31,35.7,-4.7,13.6,NA
850,"L",31.3,38.4,-7.1,12.2,NA
850,"M",34.7,32.3,2.3,12.6,NA
850,"N",34.1,32.2,1.8,13.5,-0.4
850,"O",35.5,32.6,2.8,11.9,2.4
850,"P",32.5,31.3,1.2,11.8,1.6
850,"Q",33.7,31.4,2.3,11.6,-0.3
850,"R",31.6,33.1,-1.5,12.9,1.3
850,"S",33.3,31.7,1.5,10.7,2.2
851,"H",30.5,36.2,-5.7,12.3,NA
851,"I",33.7,33.5,0.2,12.8,NA
851,"J",32.7,28.9,3.8,13.7,NA
851,"K",32.1,31.1,1,13.5,NA
851,"L",32.2,32.4,-0.3,12.3,NA
851,"M",32.3,31.2,1.1,12.5,NA
851,"N",31.6,34.8,-3.2,12.5,2.6
851,"O",30.1,30.5,-0.4,11.7,3.9
851,"P",27.2,31.5,-4.3,10.8,4.3
851,"Q",28.2,32.7,-4.5,13.6,2.6
851,"R",30.3,31.7,-1.4,12.9,3.2
851,"S",29.2,31.7,-2.5,13.4,2.7
837,"L",31.4,39.8,-8.4,16.9,NA
852,"H",36.6,32.2,4.4,13.6,NA
852,"I",36.7,34.5,2.2,14.9,NA
852,"J",38.6,33.9,4.8,16.1,NA
852,"K",38.8,34.8,4,17,NA
852,"L",34.3,34.7,-0.4,14.8,NA
852,"M",35.9,35.2,0.6,17.2,NA
852,"N",35.8,34.7,1.2,14.2,-3.3
852,"O",33.8,36.4,-2.6,15.5,0.2
852,"P",32.3,35.5,-3.2,14.1,0.9
852,"Q",29.4,30.1,-0.7,11.8,2.6
852,"R",28.6,33,-4.4,11.2,2.1
852,"S",28.9,32.8,-3.9,10.3,-0.1
853,"H",39.5,33.6,5.9,13,NA
853,"I",35.5,33.5,2,12.5,NA
853,"J",33.5,30.6,2.9,13.7,NA
853,"K",35.2,32.6,2.5,13,NA
853,"L",33.9,30.7,3.1,12.8,NA
853,"M",36.1,29.9,6.1,13.3,NA
853,"N",39.5,31.1,8.4,15,-2.2
853,"O",40.1,34.7,5.4,13.2,-0.1
853,"P",35.5,31.1,4.4,12,0.5
853,"Q",36.4,34.4,2,12.7,NA
853,"R",35.2,30.4,4.8,13,-1.1
853,"S",36,31.6,4.4,12.6,-1.3
854,"H",33.7,33.1,0.6,15.6,NA
854,"I",32.7,32.3,0.4,15.1,NA
854,"J",35.8,36.7,-0.9,14.4,NA
854,"K",35.6,34,1.6,17.4,NA
854,"L",33.1,31.1,2,14.7,NA
854,"M",32.3,31.8,0.5,14.9,NA
854,"N",33.4,32,1.4,15.5,-0.4
854,"O",35,34.7,0.3,14.3,-0.5
854,"P",34.3,34,0.3,13.6,-1.6
854,"Q",37.3,32.6,4.7,14.1,-1.4
854,"R",34.6,30.7,3.9,14.3,-0.9
854,"S",35.2,30.6,4.6,13.1,-0.6
855,"H",35,34,1,16.2,NA
855,"I",32.9,34.6,-1.7,16.5,NA
855,"J",31.1,36.1,-5,15.6,NA
855,"K",34,33.9,0.1,13.1,NA
855,"L",35.9,34.3,1.6,13.5,NA
855,"M",33.1,35.8,-2.7,14.5,NA
855,"N",35.5,34.8,0.8,13.4,-0.2
855,"O",32.9,33.3,-0.4,13.4,1.2
855,"P",34.4,39.8,-5.4,12,0.9
855,"Q",32.2,36.4,-4.2,11.2,1.8
855,"R",35.2,36.8,-1.7,11.7,1.9
855,"S",33.3,34.2,-0.9,11.2,2.1
